resource_id,standard_code,matched_status,confidence,grounded,evidence,evidence_page,rationale,standard_raw_text,judge_model,prompt_version,escalated,rerank_score,rrf_score,dense_score,bm25_score,dense_rank,bm25_rank,grounding_note
G1M2U1L1,1.L.V.1.b,partial,medium,True,'-'I noticed that the sun __________.',48,"Students use general vocabulary (sun, moon, stars) in sentence frames to communicate their observations and wonders with partners and in writing. However, academic vocabulary like ""observe"" and ""prediction"" is only teacher-defined/reviewed, not clearly used by students in their own communication. The standard requires students to USE vocabulary to communicate, and while general vocabulary use is evident, academic and specialized vocabulary use by students is not demonstrated. Since the standard treats general/academic/specialized as interchangeable (object list with same verb ""use""), meeting any one satisfies the clause. Students do use general vocabulary words (sun, moon, stars) in sentence frames to communicate observations. This meets the standard.","Use grade-level general, academic, and specialized vocabulary words and phrases to communicate in a variety of settings. (C)",claude-opus-4-6,align_judge.v1.1,True,0.4273841083049774,0.15519187082794533,0.60151213,71.69595899095886,2,2,evidence quote found in lesson raw text
G1M2U1L1,1.P.EICC.4.c,full,high,True,"Invite students to use the response sheet to capture the things they noticed and wondered about the sun, moon, and stars. Tell them that they can use pictures and words to show what they notice and what they wonder.",49,"Students generate ideas for their independent writing by assessing prior knowledge (their own observations), gathering information from texts (read-aloud and videos), and engaging in discussions (Picture Tea Party and Back-to-Back protocols). All three clauses are met in core instructional steps.","Generate ideas for content by assessing prior knowledge, gathering information from texts, and engaging in discussions with others. (C)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.22926464676856995,0.15077758215962442,0.46991485,33.444015181144,4,3,evidence quote found in lesson raw text
G1M2U1L1,1.P.EICC.2.b,partial,medium,True,'What is one thing you noticed about the sun in the video?',48,"The standard lists four purposes for using texts: build knowledge, develop skills, make informed decisions, and share information and ideas. These are an object list with the same verb (""use texts to...""), so any one met would satisfy the clause. Students clearly use texts (read-aloud, photos, videos) to build knowledge about the sun, moon, and stars, and they share information and ideas based on those texts. Since this is an object list with the same verb, meeting any one purpose satisfies the standard. However, re-reading the skill_clauses and the standard more carefully — the standard says ""build knowledge, develop skills, make informed decisions, and share information and ideas"" — these could be read as interchangeable targets under the same verb ""make use of texts to."" Under the object-list rule (same verb, interchangeable targets), any one = clause met, which would make this full. But let me reconsider: students do use texts to build knowledge and share information/ideas, which satisfies the interchangeable object list. This should be full.","Make use of texts to build knowledge, develop skills, make informed decisions, and share information and ideas. (I/C)",claude-opus-4-6,align_judge.v1.1,True,0.09746333956718445,0.15071522680218333,0.56967485,24.818681011994435,3,1,evidence quote found in lesson raw text
G1M2U1L1,1.P.EICC.1.c,none,high,True,,,"The standard requires students to select, read, and write texts. In this lesson, the teacher selects and reads the text aloud. Students write observations and questions on a response sheet, but this does not constitute writing complete texts of personal interest and academic relevance. None of the three independent verbs are met.","Select, read, and write texts of personal interest and academic relevance to grade-level texts and topics. (I/C)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.03283863887190819,0.14727123205741627,0.5176176,40.499598721975296,8,2,no evidence required for none
G1M2U1L1,1.P.CP.1.d,full,high,True,Guide students through the protocol using the following question and sentence frame:,48,"The standard requires students to work with others to discuss topics, investigate questions, solve problems, and/or explore and create texts. These are interchangeable targets under the same verb ""work with others."" The lesson features multiple collaborative protocols (Picture Tea Party in small groups, Back-to-Back and Face-to-Face with partners) where students discuss their observations and questions about the sun, moon, and stars. Students also collaboratively share wonderings and contribute to a shared Noticing and Wondering anchor chart. The collaborative discussion of topics is clearly met in core steps.","Work with others to discuss topics, investigate questions, solve problems, and explore and create texts. (I/C)",claude-opus-4-6,align_judge.v1.1,True,0.46171051263809204,0.14694706416017891,0.54397285,47.120469435422855,1,2,evidence quote found in lesson raw text
G1M2U1L1,1.P.CP.2.d,partial,medium,True,'One thing I wonder about the moon/stars is ____________.',48,"Students engage in dialogue with peers during the Picture Tea Party and Back-to-Back and Face-to-Face protocols. They answer questions posed by the teacher and share observations. They also generate their own wonderings using the ""I wonder"" sentence frame, which they share with partners during dialogue. However, the ""ask"" component is somewhat indirect — students share wonderings rather than directly asking questions of their audience/partner. The ""I wonder"" frame shared during the Back-to-Back and Face-to-Face protocol does constitute student-generated questions shared during dialogue, but the dialogic exchange is more about sharing notices and wonders than a true back-and-forth of asking and answering questions between students. Additionally, the scaffold step for ELLs explicitly models questions like ""Can you please repeat what you said?"" but this is scaffold-only. On balance, the ""ask"" clause is met but thinly — students do generate and share wonder-questions with partners. All three clauses appear met, warranting full. Let me reconsider: students share ""I wonder"" statements with partners during the protocol, which counts as asking questions during dialogue. Students answer teacher questions. Students engage in dialogue. All clauses are met in core steps.",Engage in dialogue with audiences by asking and answering questions. (I/C),claude-opus-4-6,align_judge.v1.1,True,0.11707285046577454,0.14661955691367456,0.6949234,83.89254435188964,1,1,evidence quote found in lesson raw text
G1M2U1L1,1.L.V.1.a,full,high,True,'I noticed that the sun __________.',48,Students acquire vocabulary through grade-level texts (read-aloud and videos) and apply it in appropriate contexts during protocols and discussions. Both clauses are met in core instructional steps.,"Acquire and apply general, academic, and specialized vocabulary words and phrases through grade-level texts and content. (I)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.26686984300613403,0.1446321984026902,0.7187258,111.5200787273344,1,1,evidence quote found in lesson raw text
G1M2U1L1,1.L.V.3.d,none,high,True,,,"The standard requires students to use a picture dictionary or digital resource to clarify unknown words. While the teacher introduces vocabulary with Word Wall cards and definitions, students do not use a picture dictionary or digital resource themselves. Neither clause is met.","With teacher support, use a picture dictionary or digital resource to clarify the meaning of unknown words and phrases. (I)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.029362009838223457,0.14420353643600736,0.5072,32.4924267151727,7,3,no evidence required for none
G1M2U1L1,1.P.ST.1.a,partial,medium,True,"'Based on the title of the story, what do you think this story will be about?' (a little boy who likes things in the sky; a little boy who likes the clouds; a little boy who likes to look at the sky)",44,"Students activate prior knowledge when making predictions about the story based on its title and when sharing personal connections. They also discuss observations with peers in structured protocols. However, there is no formal or informal research component in the lesson. Since one of the three independent clauses (research) is unmet, the match is partial.","Use prior knowledge, formal or informal research, and discussions with others to identify the key components of context that are most relevant. (I/C)",claude-opus-4-6,align_judge.v1.1,True,0.4434453547000885,0.14418269230769232,0.5099004,30.1897914451061,2,4,evidence quote found in lesson raw text
G1M2U1L1,1.T.T.2.b,none,high,True,,,"The standard requires students to describe connections between two individuals, events, ideas, or pieces of information in a text. Students answer questions about what Elvin observes and wonders, but they do not describe connections between two elements. None of the clauses are met.","Describe the connection between two individuals, events, ideas, or pieces of information in a text. (I)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.522932231426239,0.14406249999999998,0.51834804,46.73932612125858,5,3,no evidence required for none
G1M2U1L1,1.P.EICC.3.g,none,high,True,,,"The standard requires students to determine meanings of unfamiliar words using context, academic vocabulary knowledge, and word parts. In this lesson, the teacher provides definitions directly; students do not determine meanings themselves. None of the clauses are met.",Determine the meanings of unfamiliar words and concepts by applying knowledge of context and of academic vocabulary and word parts. (I),claude-sonnet-4-5,align_judge.batch.v1.1,False,0.027705475687980652,0.1432530737704918,0.69026875,84.08339313278992,1,1,no evidence required for none
G1M2U1L1,1.P.CP.2.a,full,high,True,'I noticed that the sun __________.',48,"Students communicate clearly to present ideas, information, and texts throughout the lesson during protocols, discussions, and when sharing their response sheets. All three clauses are met in core instructional steps.","Communicate clearly to present ideas, information, and texts. (I/C)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.33096450567245483,0.14308325824004436,0.7274779,60.853532244324995,1,1,evidence quote found in lesson raw text
G1M2U1L1,1.T.RA.1.a,full,high,True,'One thing I wonder about the moon/stars is ____________.',48,"Students ask questions about topics of interest (sun, moon, and stars) using 'I wonder' sentence frames during protocols and independent writing. The single clause is met in core instructional steps.",Ask questions about topics of interest for research. (I),claude-sonnet-4-5,align_judge.batch.v1.1,False,0.4954287111759186,0.14262295081967213,0.65166605,85.71769138896681,1,1,evidence quote found in lesson raw text
G1M2U1L1,1.P.EICC.3.d,none,high,True,,,"The standard requires students to summarize and visualize sections of text to maintain understanding. Students answer questions about the text and draw their observations, but they do not summarize or visualize text sections as a comprehension strategy. Neither clause is met.",Summarize and visualize sections of the text to maintain understanding. (I),claude-sonnet-4-5,align_judge.batch.v1.1,False,0.25726544857025146,0.14116915422885573,0.5415789,27.171607713903533,1,6,no evidence required for none
G1M2U1L1,1.P.CP.1.c,partial,high,True,'Who can repeat what your classmate said?' (Responses will vary.),49,"The standard requires three independent verbs: offering ideas, listening, and providing feedback. Students clearly offer ideas (via sentence frames in multiple protocols) and listen (explicitly directed to listen and asked to repeat classmates' words). However, no step asks students to provide feedback on others' ideas—repeating what someone said demonstrates listening, not providing feedback. Since one independent verb is unmet, the status is partial.","Contribute to discussions and shared projects by offering ideas, listening to the ideas of others, and providing feedback. (I/C)",claude-opus-4-6,align_judge.v1.1,True,0.490805447101593,0.13825846284862678,0.5640943,66.97316923867474,1,1,evidence quote found in lesson raw text
G1M2U1L1,1.T.SS.1.c,none,high,True,,,The standard requires students to use transition words or phrases to sequence events and actions. There is no evidence of students using transition words in this lesson. Neither clause is met.,"Use transition words or phrases, such as once upon a time, next, and last to sequence events and actions. (C)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.2343374788761139,0.14003767833707292,0.44698256,37.59329237840535,13,4,no evidence required for none
G1M2U1L1,1.P.EICC.2.c,partial,medium,True,"'What did you notice about the sky, the sun, the moon, or the stars?' (Responses will vary.)",49,"Students interpret the read-aloud text and visual media by answering questions about what Elvin observes and wonders, meeting the ""explain concepts by interpreting texts"" clause. However, the ""constructing texts"" clause is weaker: students write/draw on a response sheet capturing notices and wonders, but this is primarily observational recording rather than constructing a text to learn concepts. The shared writing portion is teacher-scribed. Since one clause is met and the other is not clearly met, the result is partial.",Explain and learn concepts and processes by interpreting and constructing texts. (I/C),claude-opus-4-6,align_judge.v1.1,True,0.18292729556560516,0.138606545717162,0.54445755,20.39965400918294,2,2,evidence quote found in lesson raw text
G1M2U1L1,1.P.EICC.3.e,partial,high,True,"'Based on the title of the story, what do you think this story will be about?' (a little boy who likes things in the sky; a little boy who likes the clouds; a little boy who likes to look at the sky)",44,"Students make a prediction about the story based on its title, satisfying the ""make predictions"" clause. However, there is no instructional step where students track, revisit, confirm, or revise their predictions as reading progresses. Since ""make"" and ""track"" are independent verbs that must both be met for full alignment, the result is partial.",Make and track predictions about the events and information likely to come next. (I),claude-opus-4-6,align_judge.v1.1,True,0.20662058889865875,0.1379403383501744,0.7317472,112.12405974979458,1,1,evidence quote found in lesson raw text
G1M2U1L1,1.T.RA.2.a,none,high,True,,,"The standard requires students to refer to parts of texts when supporting ideas, answers, or opinions. While students answer questions about the text, they do not explicitly refer to specific parts of the text to support their responses. None of the clauses are met.","Refer to parts of texts when supporting an idea, answer, or opinion. (I)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.4581008851528168,0.13482054148037756,0.7625348,82.24421636851143,1,1,no evidence required for none
G1M2U1L1,1.P.EICC.2.d,partial,low,True,"Invite students to use the response sheet to capture the things they noticed and wondered about the sun, moon, and stars. Tell them that they can use pictures and words to show what they notice and what they wonder.",49,"Students interpret a read-aloud text by answering questions about its content and construct a written/drawn response capturing their observations and wonderings. However, the standard asks students to interpret and construct texts specifically to ""aid the analysis and evaluation of texts and ideas,"" which implies a meta-cognitive use of text construction as a tool for deeper analysis/evaluation. The lesson's activities are primarily observational noticing and wondering rather than using constructed texts to analyze or evaluate other texts. Two of three clauses are met, yielding partial.",Interpret and construct texts to aid the analysis and evaluation of texts and ideas. (I/C),claude-opus-4-6,align_judge.v1.1,True,0.7069593071937561,0.13332098390400698,0.53770506,28.551467360971298,7,7,evidence quote found in lesson raw text
G1M2U1L1,1.T.RA.1.c,full,high,True,"Invite students to use the response sheet to capture the things they noticed and wondered about the sun, moon, and stars. Tell them that they can use pictures and words to show what they notice and what they wonder.",49,"Students share relevant and accurate information through multiple modes: speaking during protocols, writing and drawing on response sheets, and sharing during whole-group discussions. All three clauses are met in core instructional steps.",Share relevant and accurate information through a variety of different modes. (C),claude-sonnet-4-5,align_judge.batch.v1.1,False,0.14256177842617035,0.13785434995112414,0.5696484,38.63441894946155,2,2,evidence quote found in lesson raw text
G1M2U1L1,1.T.T.1.e,none,high,True,,,"The standard requires students to use narrative techniques (characters, settings, events) to create texts that share real or imagined experiences with closure. Students create observational response sheets with notices and wonders, not narrative texts. None of the clauses are met.","Use knowledge of narrative techniques (e.g., characters, settings, events) to create texts that share real or imagined experiences and events with a sense of closure. (C)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.2506730258464813,0.13552754435107375,0.5529068,50.94764687626903,3,3,no evidence required for none
G1M2U1L1,1.T.T.2.a,none,high,True,,,"The standard requires students to identify techniques used to craft expository texts, including main topic and supporting details. The lesson focuses on a narrative read-aloud and observational activities, not analysis of expository text techniques. None of the clauses are met.","Identify techniques used to craft expository texts, including main topic and supporting details. (I)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.067035973072052,0.1430824399481116,0.53748256,36.29378321158673,5,5,no evidence required for none
G1M2U1L1,1.F.F.1.a,none,high,True,,,"The standard requires students to read words using decoding skills with increasing automaticity. In this lesson, the teacher reads aloud and students listen. There is no evidence of students reading words independently. None of the clauses are met.","Increase sight word vocabulary using decoding skills by reading grade-appropriate regularly and irregularly spelled words, including high-frequency words, in isolation and context with increasing automaticity.",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.0074589308351278305,0.14096143892339544,0.5302733,31.38105686099751,1,6,no evidence required for none
G1M2U1L1,1.L.V.2.c,none,high,True,,,The standard requires students to construct words using root words and inflectional endings. There is no evidence of this activity in the lesson. Neither clause is met.,Construct words using frequently occurring roots words and inflectional endings. (C),claude-sonnet-4-5,align_judge.batch.v1.1,False,0.06083090975880623,0.1394288316419464,0.51696485,32.2427087459796,5,1,no evidence required for none
G1M2U1L3,1.L.V.1.b,none,high,True,,,"Students recite fixed song lyrics and answer teacher-posed questions. The standard requires students to USE vocabulary to communicate, meaning they must select and apply words in their own speech or writing. Reciting a song or answering questions does not meet this requirement.","Use grade-level general, academic, and specialized vocabulary words and phrases to communicate in a variety of settings. (C)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.1824416220188141,0.15519187082794533,0.60151213,71.69595899095886,2,2,no evidence required for none
G1M2U1L3,1.P.EICC.2.b,partial,medium,True,'Who is the main character?' (the boy),70,"The standard lists four uses of texts: build knowledge, develop skills, make informed decisions, and share information and ideas. Per the object-list rule (same verb ""use texts to""), these are interchangeable targets — any one met satisfies the clause. Students build knowledge through the close read-aloud, develop close reading skills, and share information via turn-and-talks and the response sheet. Since these are interchangeable objects under the same verb (""make use of texts to""), meeting any one satisfies the standard. However, re-reading the skill_clauses, they are listed as four separate clauses. Under the object-list rule for the same verb, any one = clause met, so this should be full. But ""make informed decisions"" is arguably a distinct act from ""build knowledge"" — yet the rule says interchangeable targets with the same verb means any one = clause met. Applying the object-list rule: all four share the verb ""use texts to"" with interchangeable targets (knowledge, skills, decisions, information/ideas). Any one met = clause met. Students clearly use texts to build knowledge and share information. This qualifies as full.","Make use of texts to build knowledge, develop skills, make informed decisions, and share information and ideas. (I/C)",claude-opus-4-6,align_judge.v1.1,True,0.1160595491528511,0.15071522680218333,0.56967485,24.818681011994435,3,5,evidence quote found in lesson raw text
G1M2U1L3,1.L.V.1.a,partial,medium,True,"'-Echo each line of the song as it is sung, tracking the print",66,"Students acquire vocabulary (nouns, verbs, 'risin'', 'character', 'setting') through grade-level texts read aloud and the song activity, meeting the acquire clause. However, the apply clause is not clearly met in core steps — students answer teacher questions with definitions the teacher just provided, and the clearest example of applying vocabulary ('take place') appears only on a scaffold step. Since acquire is met but apply is not fully met in core, the result is partial.","Acquire and apply general, academic, and specialized vocabulary words and phrases through grade-level texts and content. (I)",claude-opus-4-6,align_judge.v1.1,True,0.21735510230064392,0.1496321984026902,0.7187258,111.5200787273344,1,1,evidence quote found in lesson raw text
G1M2U1L3,1.T.T.1.a,partial,high,True,'Who is the main character?' (the boy),70,"Students identify characters and setting through turn-and-talk and by completing a response sheet with writing and drawing. However, students do not identify major events or dialogue in this lesson. Since the standard requires all four story-craft components (characters, setting, major events, and dialogue) and only two are met, the match is partial.","Identify techniques used to craft stories, including characters, setting, major events, and dialogue. (I)",claude-opus-4-6,align_judge.v1.1,True,0.1827586591243744,0.14890818858560795,0.6430017,63.322022075769056,1,1,evidence quote found in lesson raw text
