resource_id,standard_code,matched_status,confidence,grounded,evidence,evidence_page,rationale,standard_raw_text,judge_model,prompt_version,escalated,rerank_score,rrf_score,dense_score,bm25_score,dense_rank,bm25_rank,grounding_note
G1M2U3L5,1.T.T.4.a,none,high,True,,,"Students look and listen for high-quality writing in the poem and discuss what they noticed, but they do not identify or describe specific poetic techniques such as rhyme, alliteration, or repeated lines. The focus is on general high-quality writing features, not the specific techniques required by this standard.","Identify and describe poetic techniques used to craft texts, including rhyme, alliteration, and repeated lines. (I)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.06198066473007202,0.23079877112135178,0.5487084,43.46224086352618,1,2,no evidence required for none
G1M2U3L5,1.T.T.1.e,partial,medium,True,Explain that the closing is a sentence to end the poem. It should tell the reader that night is coming to an end.,389,"Students independently write verse 3 and a closing for a narrative poem (""What the Moon Sees""), demonstrating use of settings, events, imagined experiences, and closure. However, there is no clear evidence that students use knowledge of characters as a narrative technique in their writing. Since the standard lists characters, settings, and events as complementary story-craft components, the missing character element makes this partial rather than full.","Use knowledge of narrative techniques (e.g., characters, settings, events) to create texts that share real or imagined experiences and events with a sense of closure. (C)",claude-opus-4-6,align_judge.v1.1,True,0.12897241115570068,0.2238305410436558,0.5529068,50.94764687626903,2,2,evidence quote found in lesson raw text
G1M2U3L5,1.T.T.4.b,full,high,True,Tell students that now they will write their own version of verse 3 and the closing independently on the 'What the Moon Sees' poem verse 3.,390,"Students use poetic techniques from the model 'What the Moon Sees' poem to create their own verse 3 using simple words and phrases. The standard allows for poems that may or may not rhyme, and all clauses are met through the independent writing activity.",Use poetic techniques to create poems using simple words and/or phrases that may or may not rhyme. (C),claude-sonnet-4-5,align_judge.batch.v1.1,False,0.08191002905368805,0.22199894235854045,0.7420326,135.63259691644893,1,1,evidence quote found in lesson raw text
G1M2U3L5,1.P.CP.2.e,none,high,True,,,"The teacher reads the poem aloud to students, but students do not recite the poem or any speeches themselves. Teacher read-aloud does not meet the student act of reciting.",Build background knowledge by reciting all or part of significant poems and speeches as appropriate by grade level. (I/C),claude-sonnet-4-5,align_judge.batch.v1.1,False,0.11719785630702972,0.22021376491383118,0.47339624,27.73203939667178,2,8,no evidence required for none
G1M2U3L5,1.T.SS.2.b,full,high,True,"As students write, circulate and provide guidance by referring students to look at verses 1 and 2, the Time of Night anchor chart, the Adjectives anchor chart, the Sun, Moon, and Stars Word Wall, etc.",390,"Students use descriptive words (adjectives) from anchor charts to craft their poem verse 3, making their writing engaging. Both clauses are met through the planning and writing activities.",Use descriptive words to craft engaging texts. (C),claude-sonnet-4-5,align_judge.batch.v1.1,False,0.0676564872264862,0.21874887618225625,0.6142457,31.61964868196785,2,2,evidence quote found in lesson raw text
G1M2U3L5,1.P.EICC.4.e,full,high,True,Tell students that now they will write their own version of verse 3 and the closing independently on the 'What the Moon Sees' poem verse 3.,390,"Students construct an initial draft of verse 3 by integrating ideas from their planner, selecting words and phrases from anchor charts, incorporating poetic craft techniques from the model, and creating a poem with a specific purpose (narrative poem about what the moon sees) and closure. All clauses are met.","Construct an initial draft by integrating ideas and information; selecting words, phrases, and sentences; and incorporating craft techniques that will best achieve the purpose of the text and resonate with the target audience. (C)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.03681986778974533,0.21668800756736803,0.4525496,36.59364511130442,5,3,evidence quote found in lesson raw text
G1M2U3L5,1.P.AC.2.b,none,high,True,,,"This standard requires crafting words and phrases to influence the audience's responses, thoughts, decisions, and questions. Students are writing a narrative poem to share imagined experiences, not to influence or persuade the audience. The purpose does not align with this standard.","Craft words and phrases in order to influence the responses, thoughts, decisions, and questions of the target audience and achieve a specific purpose. (I/C)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.06441276520490646,0.21405947775628625,0.44399568,24.211989693427,8,10,no evidence required for none
G1M2U3L5,1.T.T.3.a,none,high,True,,,"This standard requires identifying techniques in opinion texts. The lesson focuses on a narrative poem, not opinion texts. There is no work with author's opinion or supporting reasons.","Identify techniques used to craft opinion texts, including the author’s opinion and supporting reasons. (I)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.05599053204059601,0.20936886292223095,0.45501864,27.422183754030314,12,5,no evidence required for none
G1M2U3L5,1.L.GC.2.b,full,high,True,"Give students specific, positive feedback on their ability to turn their ideas from the verse planner into complete sentences on the 'What the Moon Sees' poem verse 3.",391,"Students write verse 3 using complete sentences, turning their planner ideas into clear written text. The feedback confirms they are using simple sentences to develop clarity in their writing.",Use a variety of simple sentences (including a variety of sentence types) to develop clarity in written texts. (C),claude-sonnet-4-5,align_judge.batch.v1.1,False,0.08911115676164627,0.20841487279843443,0.4598364,21.232473429504097,4,2,evidence quote found in lesson raw text
G1M2U3L5,1.P.EICC.1.d,full,high,True,"As students write, circulate and provide guidance by referring students to look at verses 1 and 2, the Time of Night anchor chart, the Adjectives anchor chart, the Sun, Moon, and Stars Word Wall, etc.",390,"Students build and draw from comprehension skills (analyzing high-quality writing in the model poem) and composition skills (using planners, anchor charts, and model verses) to interpret the model text and construct their own verse 3. All clauses are met.","Build a repertoire of comprehension and composition skills, strategies, and techniques, drawing from them as needed to aid the interpretation and construction of texts. (I/C)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.03459799289703369,0.2037878297633685,0.48076326,19.29928504855855,6,15,evidence quote found in lesson raw text
G1M2U3L5,1.L.V.2.c,none,high,True,,,"This standard requires students to construct words by combining root words with inflectional endings. The lesson focuses on writing a narrative poem using descriptive words, not on word construction with roots and endings.",Construct words using frequently occurring roots words and inflectional endings. (C),claude-sonnet-4-5,align_judge.batch.v1.1,False,0.0664353147149086,0.2006257631257631,0.51696485,32.2427087459796,5,4,no evidence required for none
G1M2U3L5,1.P.EICC.2.d,none,low,False,"Tell students that in the previous lesson, they analyzed these verses for evidence of highquality writing.",389,"Students interpret the model poem to understand high-quality writing ideas, construct their own verse 3 applying this analysis, and use the model text and anchor charts to analyze and evaluate writing quality. All clauses are met. [REJECTED: evidence missing or not found in lesson raw text]",Interpret and construct texts to aid the analysis and evaluation of texts and ideas. (I/C),claude-sonnet-4-5,align_judge.batch.v1.1,False,0.06405425071716309,0.19906990695455662,0.47902653,19.54035412365398,11,15,evidence quote NOT found in lesson raw text (possible fabrication)
G1M2U3L5,1.L.GC.1.10,partial,medium,True,Answer clarifying questions and invite students to begin writing.,390,"Students write poetry independently and engage in peer feedback, which involves incidental use of verb tenses. However, the lesson never explicitly teaches, practices, or focuses on forming or using simple verb tenses. The standard requires intentional work with verb tenses, not merely writing that happens to contain verbs. At best, one clause (use) is marginally met through the writing activity, but forming verb tenses is not addressed at all.",Form and use the simple verb tenses. (Continue),claude-opus-4-6,align_judge.v1.1,True,0.07195780426263809,0.19592105263157894,0.4457264,23.332454375065115,8,6,evidence quote found in lesson raw text
G1M2U3L5,1.L.V.3.e,full,high,True,"As students write, circulate and provide guidance by referring students to look at verses 1 and 2, the Time of Night anchor chart, the Adjectives anchor chart, the Sun, Moon, and Stars Word Wall, etc.",390,"Students use knowledge of word relationships (from anchor charts showing adjectives and related words) and learned vocabulary (from the Sun, Moon, and Stars Word Wall) when making word choices in their writing. Both clauses are met.",Use knowledge of word relationships and learned vocabulary words and phrases when making word choices in speaking and writing. (C),claude-sonnet-4-5,align_judge.batch.v1.1,False,0.08208046853542328,0.19429887185984746,0.49602288,25.778286556069222,6,9,evidence quote found in lesson raw text
G1M2U3L5,1.T.T.3.c,none,high,True,,,"This standard requires creating opinion pieces with specific components. Students write a narrative poem, not an opinion piece. None of the required clauses for opinion writing are met.","Use knowledge of opinion techniques to create opinion pieces that introduce the topic, state an opinion about the topic, and provides two or more reasons to support the opinion with linking words and and because. (C)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.07839865982532501,0.19471074206432626,0.40835768,28.654797437453936,7,3,no evidence required for none
G1M2U3L5,1.T.C.1.c,full,high,True,Tell students that now they will write their own version of verse 3 and the closing independently on the 'What the Moon Sees' poem verse 3.,390,"Students independently write their own verse 3 and closing of a narrative poem in print mode (pencil and paper), which constitutes creating a text in a teacher-selected mode. The standard uses ""e.g."" to list modes, meaning any one mode satisfies the requirement. This is a core, untagged step where students perform the act of creating text.","Create texts in teacher-selected modes (e.g., print, digital, auditory, and/or visual). (C)",claude-opus-4-6,align_judge.v1.1,True,0.04924454540014267,0.19826155505767157,0.45599702,18.208482704982014,10,22,evidence quote found in lesson raw text
G1M2U3L5,1.P.EICC.2.a,partial,medium,True,Tell students that now they will write their own version of verse 3 and the closing independently on the 'What the Moon Sees' poem verse 3.,390,"The standard requires sharing real OR imagined experiences by interpreting and constructing texts that tell or include stories. The skill_clauses list three items, but the standard text uses ""real or imagined"" as an OR construction (object list with same verb), meaning either real or imagined suffices. Students write an imagined narrative poem (constructing texts) and interpret the model poem. However, re-reading the skill_clauses: they are listed as three separate clauses. The first two share the same verb pattern with ""real"" vs ""imagined"" — these are interchangeable (OR in the standard text). The third clause (interpret) is also met. Since the standard says ""interpreting AND constructing,"" both verbs apply. Students both interpret (analyze the model poem) and construct (write verse 3). All required acts are met. Actually, reconsidering: the standard says ""real or imagined"" — this is an OR, so meeting imagined suffices. Students construct (write verse 3) and interpret (analyze the poem). Both independent verbs are met. This should be full.",Share real or imagined experiences by interpreting and constructing texts that tell or include stories. (I/C),claude-opus-4-6,align_judge.v1.1,True,0.11706123501062393,0.18501360865555477,0.50208867,19.37839670912259,4,6,evidence quote found in lesson raw text
G1M2U3L5,1.T.T.2.a,none,high,True,,,"This standard requires identifying techniques in expository texts. The lesson focuses on a narrative poem, not expository texts. None of the clauses are met.","Identify techniques used to craft expository texts, including main topic and supporting details. (I)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.04894352704286575,0.19794506304456552,0.51619613,36.29378321158673,6,8,no evidence required for none
G1M2U3L5,1.T.T.2.d,none,high,True,,,"This standard requires using expository writing techniques to introduce a topic, supply facts, and provide closure. Students write a narrative poem about imagined experiences, not an expository text with facts. None of the clauses are met.","Use knowledge of expository techniques to introduce a topic, supply facts about the topic, and provide a sense of closure. (C)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.07750255614519119,0.18792892156862745,0.41670877,17.911862861231434,6,2,no evidence required for none
G1M2U3L5,1.L.V.1.b,full,high,True,"As students write, circulate and provide guidance by referring students to look at verses 1 and 2, the Time of Night anchor chart, the Adjectives anchor chart, the Sun, Moon, and Stars Word Wall, etc.",390,"Students use grade-level general, academic, and specialized vocabulary from anchor charts and word walls to communicate in their writing. The standard treats these as interchangeable targets (any one satisfies), and students use all three types. All clauses are met.","Use grade-level general, academic, and specialized vocabulary words and phrases to communicate in a variety of settings. (C)",claude-sonnet-4-5,align_judge.batch.v1.1,False,0.061734236776828766,0.19019437551695617,0.60151213,71.69595899095886,2,2,evidence quote found in lesson raw text
