resource_id,standard_code,matched_status,page,needs_review,review_reason,confidence,grounded,evidence,rationale,standard_raw_text,judge_model,prompt_version,escalated,coverage_pass,grounding_note,input_scope_caveat
G1M2U1L6,1.L.V.1.b,partial,99,False,,high,True,"'Discuss with a partner what the boy and sun are doing using the frame: In the end, the boy is _____. The sun is _____.'
(sleeping; gone or set)","The lesson directs students to use text vocabulary in their own speech through sentence frames and partner discussion. For example, students are told to ""Discuss with a partner what the boy and sun are doing using the frame: In the end, the boy is _____. The sun is _____."" and to use the sentence stem ""When the sun is setting (the sun/the boy/I) _________."" — deploying words like ""setting,"" ""overhead,"" and story-specific language to communicate. However, the vocabulary deployment is thin (scaffolded frames rather than open communicative use) and occurs primarily in one setting type (oral partner talk). The written response sheet asks students to write and draw about ending events but is a retell task, not a deliberate vocabulary-communication task. Because the ""variety of settings"" requirement (≥2 distinct settings of genuine vocabulary deployment) is not clearly met, the standard is partially met.","Use grade-level general, academic, and specialized vocabulary words and phrases to communicate in a variety of settings. (C)",claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,
G1M2U1L6,1.P.EICC.3.g,partial,99,False,,high,True,'What two words do you see in overhead? What do you think overhead means? Point to something overhead.' (over + head; up above our heads),"Two of the three clauses are partially met through the ELL Mini Language Dive, where students are asked to determine the meaning of ""overhead"" by identifying its component word parts (""over + head"") and using the surrounding verse context (""stars overhead"") to infer meaning. The student-directed questions ""'What two words do you see in overhead? What do you think overhead means?'"" elicit the student's own word-part analysis and context-based reasoning. However, this activity appears only in the optional ELL support section, not the core lesson path, capping those clauses at partially met. The academic-vocabulary clause is not met: no activity has students apply knowledge of academic vocabulary to unlock unfamiliar words. The core lesson's only vocabulary moment — defining ""setting"" (moving down) — is teacher-declared, not student-determined.",Determine the meanings of unfamiliar words and concepts by applying knowledge of context and of academic vocabulary and word parts. (I),claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,
G1M2U1L6,1.L.V.1.a,none,,False,,low,False,Mini Language Dive: students respond to 'What does the word by mean in this chunk?' (next to); 'What is the sun doing?' (It is gone because it is night time); 'What two words do you see in overhead?' (over + head; up above our heads),"Work Time A Mini Language Dive has students acquire vocabulary from the grade-level text Summer Sun Risin': students respond to 'What does the word by mean in this chunk?' (next to), 'What is the sun doing?' (It is gone because it is night time), and 'What two words do you see in overhead?' (over + head; up above our heads). Closing A has students apply the acquired vocabulary: 'When the sun is setting (the sun/the boy/I) _________.' Both acquire and apply clauses met. Full. [REJECTED: evidence missing or not found in lesson raw text]","Acquire and apply general, academic, and specialized vocabulary words and phrases through grade-level texts and content. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,evidence quote NOT found in lesson raw text (possible fabrication),
G1M2U1L6,1.P.EICC.4.c,none,,False,,low,False,"Work Time A: 'Think back to what the boy and sun were doing at the beginning and middle of the story. With your partner, discuss why you think the sun will be at one corner of the page at the end of the story.'","All three idea-generation clauses met. Work Time A has students assess prior knowledge: 'Think back to what the boy and sun were doing at the beginning and middle of the story. With your partner, discuss why you think the sun will be at one corner of the page at the end of the story.' Students gather information from the text through the close read-aloud and role-play (Work Time B), then Work Time C directs 'Remind students to think about the parts they acted out for the ending of the story when completing today's writing task.' Students engage in discussions: 'Discuss with a partner what the boy and sun are doing using the frame: In the end, the boy is _____. The sun is _____.' Full. [REJECTED: evidence missing or not found in lesson raw text]","Generate ideas for content by assessing prior knowledge, gathering information from texts, and engaging in discussions with others. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,evidence quote NOT found in lesson raw text (possible fabrication),
G1M2U1L6,1.P.EICC.1.c,partial,102,False,,high,True,Invite students to show a thumbs-up or touch their head if they are ready to begin writing and drawing about the events from the ending of Summer Sun Risin'.,"The standard requires students to select, read, and write texts of personal interest and academic relevance. The lesson has students complete a response sheet by writing and drawing about the ending events of Summer Sun Risin' (""Invite students to show a thumbs-up or touch their head if they are ready to begin writing and drawing about the events from the ending of Summer Sun Risin'""), which partially meets the write clause — students produce writing, but it is a teacher-directed response to a teacher-selected text rather than a text the student chose out of personal interest or academic relevance. The select clause is not met because the teacher chooses the text (Summer Sun Risin') and students have no opportunity to select texts themselves. The read clause is not met because the lesson is a teacher-led close read-aloud; students do not independently read a text they selected.","Select, read, and write texts of personal interest and academic relevance to grade-level texts and topics. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,
G1M2U1L6,1.L.V.3.a,full,99,False,,high,True,'What two words do you see in overhead? What do you think overhead means? Point to something overhead.' (over + head; up above our heads),"Work Time A Mini Language Dive has students use context to determine word meanings. Within-sentence context: students respond to 'What does the word by mean in this chunk?' (next to) and 'What is the sun doing?' (It is gone because it is night time). Beyond-sentence context: students respond to 'What two words do you see in overhead? What do you think overhead means? Point to something overhead.' (over + head; up above our heads), using the verse context (stars overhead) and word-part analysis. Both clauses met. Full.",Use context within and beyond a sentence to determine or clarify the meaning of unknown and multiple-meaning words and phrases. (I),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,evidence quote found in lesson raw text,
G1M2U1L6,1.P.CP.1.d,partial,99,False,,high,True,"'Think back to what the boy and sun were doing at the beginning and middle of the story. With your partner, discuss why you think the sun will be at one corner of the page at the end of the story. What have you learned from the story so far that makes you think this might be the case?'","The standard decomposes into four clauses joined by commas (an AND list): discuss topics, investigate questions, solve problems, and explore and create texts. Three of four are met. Students discuss topics collaboratively via Think-Pair-Share (""What does the boy experience when the sun is setting?"" — partner discussion). Students investigate a question with a partner (""With your partner, discuss why you think the sun will be at one corner of the page at the end of the story. What have you learned from the story so far that makes you think this might be the case?""). Students explore texts collaboratively through the Role-Play protocol in pairs (""Invite students to begin the Role-Play protocol for the following sections of text: Pages 21-22, Pages 23-24, Pages 25-26""). However, no activity has students work with others to solve problems — the lesson contains no problem-solving task. This unmet clause makes the alignment partial.","Work with others to discuss topics, investigate questions, solve problems, and explore and create texts. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,
G1M2U1L6,1.L.V.3.d,none,,False,,high,True,,alignment=none,"With teacher support, use a picture dictionary or digital resource to clarify the meaning of unknown words and phrases. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,no evidence required for none,
G1M2U1L6,1.P.EICC.2.b,none,,False,,low,False,Work Time C: students complete the Summer Sun Risin' response sheet by writing and drawing about the ending events of the story.,Work Time C has students use the text Summer Sun Risin' to share information and ideas: 'students complete the Summer Sun Risin' response sheet by writing and drawing about the ending events of the story.' The student performs one of the four purposes (share information and ideas) by writing/drawing about the text's ending events. The OR-list rule applies: any one student-performed purpose = full. Full. [REJECTED: evidence missing or not found in lesson raw text],"Make use of texts to build knowledge, develop skills, make informed decisions, and share information and ideas. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,evidence quote NOT found in lesson raw text (possible fabrication),
G1M2U1L6,1.T.RA.1.c,none,,False,,low,False,Work Time C: students complete the Summer Sun Risin' response sheet by writing and drawing about the ending events of the story.,Work Time C has students share relevant and accurate information about the ending events of Summer Sun Risin' through writing and drawing: 'students complete the Summer Sun Risin' response sheet by writing and drawing about the ending events of the story' using 'key details from the text.' Two communication modes (writing and drawing) are used. All three clauses met. Full. [REJECTED: evidence missing or not found in lesson raw text],Share relevant and accurate information through a variety of different modes. (C),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,evidence quote NOT found in lesson raw text (possible fabrication),
