rank,standard_code,standard_text
1,1.F.H.2.b,Build handwriting fluency by forming accurate letters and words with increasing speed.
2,1.L.GC.1.7,Use action verbs. (Master)
3,1.L.GC.2.c,Use singular and plural subjects with matching verbs. (C)
4,1.L.V.3.c,"Distinguish shades of meaning among verbs that describe the same general action (e.g., walk, march, strut, prance). (I)"
5,1.L.GC.1.6,"Form and use verbs by adding -ing, -ed, or -s. (Master)"
6,1.T.T.1.a,"Identify techniques used to craft stories, including characters, setting, major events, and dialogue. (I)"
7,1.T.T.1.c,"Describe traits of the main characters and explain how their words and actions support the central message, lesson, or moral of the story. (I)"
8,1.F.F.1.b,Read a wide range of grade-level texts aloud with increasing accuracy.
9,1.L.GC.1.19,Form and use irregular plural nouns. (Introduce)
10,1.L.GC.1.5,Form regular plural nouns by adding -s or -es. (Master)
11,1.T.T.1.b,Identify a simple plot with a problem and solution. (I)
12,1.P.EICC.3.e,Make and track predictions about the events and information likely to come next. (I)
13,1.P.EICC.2.c,Explain and learn concepts and processes by interpreting and constructing texts. (I/C)
14,1.L.GC.1.9,Use common and proper nouns. (Continue)
15,1.L.GC.1.20,Form and use the past tense of irregular verbs. (Introduce)
16,1.P.CP.2.d,Engage in dialogue with audiences by asking and answering questions. (I/C)
17,1.L.GC.1.14,Form plural nouns by changing -y to -ies. (Introduce)
18,1.P.EICC.3.a,"Establish a purpose and set goals for reading, monitor comprehension, and adjust as needed. (I)"
19,1.L.GC.1.12,Capitalize proper nouns. (Continue)
20,1.P.CP.2.e,Build background knowledge by reciting all or part of significant poems and speeches as appropriate by grade level. (I/C)
21,1.T.T.2.a,"Identify techniques used to craft expository texts, including main topic and supporting details. (I)"
22,1.T.C.1.c,"Create texts in teacher-selected modes (e.g., print, digital, auditory, and/or visual). (C)"
23,1.L.GC.1.8,Use adjectives and adverbs. (Continue)
24,1.T.T.4.a,"Identify and describe poetic techniques used to craft texts, including rhyme, alliteration, and repeated lines. (I)"
25,1.T.T.1.e,"Use knowledge of narrative techniques (e.g., characters, settings, events) to create texts that share real or imagined experiences and events with a sense of closure. (C)"
26,1.L.GC.1.10,Form and use the simple verb tenses. (Continue)
27,1.F.H.1.c,"Use appropriate spacing between letters, words, and sentences across lines on a page."
28,1.T.SS.2.a,Identify and explain the use of descriptive words in texts. (I)
29,1.F.F.1.d,"Self-correct while reading text (silently or aloud) to improve comprehension and fluency, rereading as necessary."
30,1.P.EICC.2.a,Share real or imagined experiences by interpreting and constructing texts that tell or include stories. (I/C)
31,1.T.RA.1.c,Share relevant and accurate information through a variety of different modes. (C)
32,1.F.F.1.c,"Read a wide range of grade-level texts aloud with appropriate prosody (phrasing, expression, juncture/pause, and intonation) to demonstrate understanding."
33,1.L.GC.1.11,"Use determiners (articles, possessive determiners, demonstrative adjectives). (Continue)"
34,1.P.ST.1.c,Explore how context shapes the author’s decisions and the audience’s responses during the interpretation and construction of texts. (I/C)
35,1.T.C.2.a,Identify who is speaking or telling the story at various points in a text. (I)
36,1.T.T.2.b,"Describe the connection between two individuals, events, ideas, or pieces of information in a text. (I)"
37,1.L.GC.1.18,Use apostrophes to form contractions and singular possessive nouns. (Introduce)
38,1.T.C.1.b,"Identify different modes of communication: print, digital, auditory, and visual. (I)"
39,1.L.GC.2.d,"With adult support, use adjectives or adverbs to add details or clarify meaning. (C)"
40,1.T.RA.2.b,"Explore various sources of information, including print, digital, and personal communication. (I)"
41,1.P.AC.1.a,"Identify, apply, and analyze the literary, expository, and opinion (grades K-5) or rhetorical (grades 6-12) elements in texts, explaining or evaluating how specific elements affect the target audience and support the text’s purpose. (I/C)"
42,1.T.RA.2.a,"Refer to parts of texts when supporting an idea, answer, or opinion. (I)"
43,1.P.ST.2.b,"Draw from knowledge of author, audience, and context to discern and establish a clear point of view or unique perspective when interpreting and constructing texts. (I/C)"
44,1.P.ST.2.a,"Develop and apply knowledge of author, audience, and context to discern and establish the purpose of texts being interpreted or constructed and to evaluate the extent to which those texts achieve those purposes. (I/C)"
45,1.P.AC.3.a,"Explore and create texts in various modes and genres, developing and applying knowledge of how specific features impact meaning, tone, style, purpose, and audience. (I/C)"
46,1.P.EICC.3.d,Summarize and visualize sections of the text to maintain understanding. (I)
47,1.T.SS.1.c,"Use transition words or phrases, such as once upon a time, next, and last to sequence events and actions. (C)"
48,1.P.AC.3.c,Apply knowledge of how mode and genre impact how ideas and information are structured and arranged in texts. (I/C)
49,1.P.EICC.4.a,Establish a purpose and goals for writing and identify a target audience. (C)
50,1.P.EICC.1.e,"Participate in a community of readers and writers by developing group norms, discussing texts, sharing individual writing, listening as others share their writing, and offering and responding to feedback. (I/C)"
