resource_id,standard_code,matched_status,needs_review,review_reason,confidence,grounded,evidence,evidence_page,rationale,standard_raw_text,judge_model,prompt_version,escalated,coverage_pass,rerank_score,rrf_score,dense_score,bm25_score,dense_rank,bm25_rank,grounding_note,input_scope_caveat
G1M2U3L12,1.T.T.1.e,none,False,,high,True,,,alignment=none,"Use knowledge of narrative techniques (e.g., characters, settings, events) to create texts that share real or imagined experiences and events with a sense of closure. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.15254192054271698,0.2416501240694789,0.0,55.56888117930904,15,3,no evidence required for none,
G1M2U3L12,1.T.C.1.c,none,False,,high,True,,,alignment=none,"Create texts in teacher-selected modes (e.g., print, digital, auditory, and/or visual). (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.12167241424322128,0.24011237026862026,0.0,18.227435670435842,2,16,no evidence required for none,
G1M2U3L12,1.T.RA.1.c,full,False,,high,True,Tell students that they will now review their Sky notebooks and pick two entries to share with the visitors.,455,"Students share relevant and accurate information about the sun, moon, and stars through multiple modes. In Work Time A, students select two Sky notebook entries with accurate information to share with visitors. In Work Time B, students practice answering questions about patterns in the sky using the Back-to-Back and Face-to-Face protocol. In Work Time C, students practice reading their 'What the Sun Sees' poems aloud. The lesson explicitly directs students to share through notebooks (visual/print), oral responses to questions (dialogue), and oral reading of poems, satisfying the variety-of-modes requirement.",Share relevant and accurate information through a variety of different modes. (C),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.1692160665988922,0.23179730908756946,0.0,58.77123520133727,11,1,evidence quote found in lesson raw text,
G1M2U3L12,1.P.EICC.1.b,partial,False,,high,True,'What part of your poem are you most proud and most excited to share with a visitor?' (Responses will vary.),457,"The lesson includes a moment where students discuss a personal preference about their own writing: ""What part of your poem are you most proud and most excited to share with a visitor?"" This touches on a personal writing preference, partially meeting the first clause. However, the discussion is narrowly about pride in a specific product (the poem), not about broader reading and writing preferences. The second clause — referring to specific techniques, topics, modes, or genres that resonate most — is not met: no activity asks students to name or reflect on preferred techniques, topics, modes, or genres. The lesson is focused on presentation preparation, not on articulating reading/writing preferences.","Discuss or write about personal and academic reading and writing preferences, referring to specific techniques, topics, modes, and genres that resonate most. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.09004706889390945,0.23071236559139785,0.0,26.368410022307838,8,4,evidence quote found in lesson raw text,
G1M2U3L12,1.P.CP.2.e,none,False,,high,True,,,alignment=none,Build background knowledge by reciting all or part of significant poems and speeches as appropriate by grade level. (I/C),claude-opus-4-6,align_judge.assembled.v1,True,False,0.19381363689899445,0.22881601522874423,0.0,25.51492373594416,6,5,no evidence required for none,
G1M2U3L12,1.T.SS.2.b,none,False,,high,True,,,alignment=none,Use descriptive words to craft engaging texts. (C),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.14161039888858795,0.2277922896775356,0.0,31.249842707524326,9,2,no evidence required for none,
G1M2U3L12,1.T.SS.1.c,none,False,,high,True,,,alignment=none,"Use transition words or phrases, such as once upon a time, next, and last to sequence events and actions. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.12034387141466141,0.2195919138484791,0.0,25.662677121791972,30,10,no evidence required for none,
G1M2U3L12,1.P.ST.2.a,full,False,,high,True,"Using a total participation technique, invite responses from the group: 'What should you keep in mind while you are selecting entries from your Sky notebook to share? What criteria should those entries meet?' (neat writing, accurate information, entries that show different information and times of day)",455,"In Work Time A, students develop and apply knowledge of audience (visitors) and purpose (to teach about the sun, moon, and stars) to select Sky notebook entries to share. Students respond to the question about what criteria entries should meet (neat writing, accurate information, entries showing different information and times of day), demonstrating their understanding of purpose. Students then review their own notebooks and select two entries, evaluating which entries best achieve the purpose of teaching visitors based on quality and content criteria. All three clauses are met through this selection and evaluation process.","Develop and apply knowledge of author, audience, and context to discern and establish the purpose of texts being interpreted or constructed and to evaluate the extent to which those texts achieve those purposes. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.10220319777727127,0.21742478085761668,0.0,21.39592390770273,13,7,evidence quote found in lesson raw text,
G1M2U3L12,1.T.RA.1.b,none,False,,high,True,,,alignment=none,"Work collaboratively or individually to conduct research on a shared or personal topic of interest by gathering and organizing information from provided sources (including print, digital, and personal communication) using graphic organizers or other support aids. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.11293405294418335,0.20913884167626148,0.0,31.603581921492587,5,4,no evidence required for none,
G1M2U3L12,1.T.T.1.b,none,False,,high,True,,,alignment=none,Identify a simple plot with a problem and solution. (I),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.08328433334827423,0.20777149877149878,0.0,37.85944788642521,35,7,no evidence required for none,
G1M2U3L12,1.P.EICC.1.d,none,False,,high,True,,,alignment=none,"Build a repertoire of comprehension and composition skills, strategies, and techniques, drawing from them as needed to aid the interpretation and construction of texts. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.16949672996997833,0.20494332315694258,0.0,21.523757562060165,23,6,no evidence required for none,
G1M2U3L12,1.T.T.4.a,none,False,,high,True,,,alignment=none,"Identify and describe poetic techniques used to craft texts, including rhyme, alliteration, and repeated lines. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.10780036449432373,0.20349396857619811,0.0,43.20487792546285,62,2,no evidence required for none,
G1M2U3L12,1.P.CP.1.d,partial,False,,high,True,"Guide students through four rounds of the protocol using the following questions: 'What is a pattern that the sun, moon, or stars follow? How would you describe that pattern?' 'What is something you learned about the sun, moon, or stars that you did not know before?' 'What do you still wonder about the sun, moon, or stars?'",456,"The ""discuss topics"" clause is met: during Work Time B, students use the Back-to-Back and Face-to-Face protocol to discuss sun, moon, and stars topics with a partner (""Guide students through four rounds of the protocol using the following questions: 'What is a pattern that the sun, moon, or stars follow?'…""). Students also share out with the whole group afterward. However, the remaining clauses are not met. Students do not collaboratively investigate questions — the protocol has them answer pre-set teacher questions, not pursue inquiry together. There is no collaborative problem-solving activity. Students do not collaboratively explore or create texts — they individually select notebook entries and individually practice reading their already-completed poems aloud to a partner (sharing, not co-creating). The lesson is preparation for a celebration, not collaborative text creation or investigation.","Work with others to discuss topics, investigate questions, solve problems, and explore and create texts. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.16743755340576172,0.2013287091375413,0.0,43.799162333537254,20,2,evidence quote found in lesson raw text,
G1M2U3L12,1.P.CP.1.b,none,False,,high,True,,,alignment=none,"Collaborate with others to determine group norms, establish goals and procedures, and facilitate productivity when working on shared projects. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.1568528264760971,0.19916534181240064,0.0,14.387430409210737,1,6,no evidence required for none,
G1M2U3L12,1.T.T.1.c,none,False,,high,True,,,alignment=none,"Describe traits of the main characters and explain how their words and actions support the central message, lesson, or moral of the story. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.2895835340023041,0.18065692967862357,0.0,111.78717459595762,18,1,no evidence required for none,
G1M2U3L12,1.P.EICC.2.b,full,False,,high,True,"'What is something you learned about the sun, moon, or stars that you did not know before?' … Invite a few students to share out what they discussed with their partners during the protocol.",456,"The standard's four purposes (build knowledge, develop skills, make informed decisions, share information and ideas) form an OR list; any one student-performed purpose satisfies the clause. Students make use of their module texts (Sky notebooks, ""What the Sun Sees"" poems) to share information and ideas about the sun, moon, and stars with partners. In Work Time B, students discuss questions such as ""What is something you learned about the sun, moon, or stars that you did not know before?"" and ""What is a pattern that the sun, moon, or stars follow? How would you describe that pattern?"" — actively using texts to build and share knowledge. In Work Time C, students read their poems aloud to a partner via the Pinky Partners protocol, again sharing information drawn from texts. The student is the actor throughout: selecting notebook entries, discussing content with partners, and presenting poems aloud.","Make use of texts to build knowledge, develop skills, make informed decisions, and share information and ideas. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.1396019607782364,0.19132673672792877,0.0,20.13999027829767,7,4,evidence quote found in lesson raw text,
G1M2U3L12,1.T.T.3.a,none,False,,high,True,,,alignment=none,"Identify techniques used to craft opinion texts, including the author’s opinion and supporting reasons. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.1227780357003212,0.19200984167736412,0.0,27.213068021370724,61,3,no evidence required for none,
G1M2U3L12,1.T.SS.2.a,none,False,,high,True,,,alignment=none,Identify and explain the use of descriptive words in texts. (I),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.1162831112742424,0.19271935205063148,0.0,48.60091971396399,17,1,no evidence required for none,
G1M2U3L12,1.P.AC.3.a,none,False,,high,True,,,alignment=none,"Explore and create texts in various modes and genres, developing and applying knowledge of how specific features impact meaning, tone, style, purpose, and audience. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.15553365647792816,0.18027631832642438,0.0,14.76646034269385,32,27,no evidence required for none,
G1M2U3L12,1.P.CP.2.a,full,False,,high,True,Invite students to begin the Pinky Partners protocol.,457,"Students communicate clearly to present ideas, information, and texts throughout the lesson. In Opening A, students echo the Ways We Share Our Work anchor chart, practicing using a loud and proud voice and saying words clearly. In Work Time C, students use the Pinky Partners protocol to practice reading their 'What the Sun Sees' poems aloud to partners. The lesson explicitly directs students to present information about the sun, moon, and stars through their Sky notebooks and poems. The manner-modifier principle applies: students genuinely present aloud, satisfying both the clarity manner and the present-ideas/information act.","Communicate clearly to present ideas, information, and texts. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.16426557302474976,0.1755505421865716,0.0,56.95235547972655,21,1,evidence quote found in lesson raw text,
G1M2U3L12,1.T.T.2.d,none,False,,high,True,,,alignment=none,"Use knowledge of expository techniques to introduce a topic, supply facts about the topic, and provide a sense of closure. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.1618334949016571,0.17085002626239737,0.0,22.333770391262888,60,6,no evidence required for none,
G1M2U3L12,1.P.AC.2.b,none,False,,high,True,,,alignment=none,"Craft words and phrases in order to influence the responses, thoughts, decisions, and questions of the target audience and achieve a specific purpose. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.14550691843032837,0.17527611277611277,0.0,30.14038884486301,70,4,no evidence required for none,
G1M2U3L12,1.P.EICC.4.d,none,False,,high,True,,,alignment=none,"Link ideas and information to the organization plan, highlighting ideas and information that are most relevant, useful, and impactful. (C)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.10056634992361069,0.1998223169864961,0.0,23.29276108082989,4,14,no evidence required for none,
G1M2U3L12,1.T.T.3.c,none,False,,high,True,,,alignment=none,"Use knowledge of opinion techniques to create opinion pieces that introduce the topic, state an opinion about the topic, and provides two or more reasons to support the opinion with linking words and and because. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.10533134639263153,0.19602637592717895,0.0,27.239981180231666,63,2,no evidence required for none,
G1M2U3L12,1.P.EICC.4.e,none,False,,high,True,,,alignment=none,"Construct an initial draft by integrating ideas and information; selecting words, phrases, and sentences; and incorporating craft techniques that will best achieve the purpose of the text and resonate with the target audience. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.07995366305112839,0.1967062497501068,0.0,35.93235539628303,56,3,no evidence required for none,
