resource_id,standard_code,matched_status,needs_review,review_reason,confidence,grounded,evidence,evidence_page,rationale,standard_raw_text,judge_model,prompt_version,escalated,coverage_pass,rerank_score,rrf_score,dense_score,bm25_score,dense_rank,bm25_rank,grounding_note,input_scope_caveat
G1M2U1L2,1.T.RA.1.c,full,False,,high,True,"As students share out, clarify and capture their response on the Unit 1 Guiding Question anchor chart, making sure to frame the idea of why the author wrote the story about the sun and moon with the word explain.",59,"Students share relevant and accurate information through multiple modes. In Work Time B and C, students Think-Pair-Share to discuss why the author wrote about the sun and moon, then share their ideas with the whole group (spoken mode). In Work Time C, students independently capture their ideas using pictures and words on a response sheet (visual and written modes). The teacher clarifies and captures student responses on the anchor chart, confirming accuracy.",Share relevant and accurate information through a variety of different modes. (C),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.059715691953897476,0.1701298128981894,0.0,58.77123520133727,11,1,evidence quote found in lesson raw text,
G1M2U1L2,1.T.RA.1.b,none,False,,high,True,,,alignment=none,"Work collaboratively or individually to conduct research on a shared or personal topic of interest by gathering and organizing information from provided sources (including print, digital, and personal communication) using graphic organizers or other support aids. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.02424631454050541,0.16079669365219518,0.0,31.603581921492587,5,4,no evidence required for none,
G1M2U1L2,1.P.EICC.2.b,full,False,,high,True,Invite students to use the response sheet to capture their ideas about why this author wrote about the sun and moon. Tell students that they can use pictures and words to show their thinking.,59,"Students use the text Why the Sun and the Moon Live in the Sky to build knowledge about why authors write about the sun and moon (Work Time A). After listening to the read-aloud, students discuss the text in Think-Pair-Share (Work Time B) and then independently use pictures and words to share their ideas about the author's purpose on a response sheet (Work Time C). The student performs the use-text-to-share-information purpose.","Make use of texts to build knowledge, develop skills, make informed decisions, and share information and ideas. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.061550822108983994,0.15857901463070687,0.0,22.35781010430744,7,3,evidence quote found in lesson raw text,
G1M2U1L2,1.T.C.1.c,full,False,,high,True,Invite students to use the response sheet to capture their ideas about why this author wrote about the sun and moon. Tell students that they can use pictures and words to show their thinking.,59,"The standard requires students to create texts in a teacher-selected mode; the parenthetical list (print, digital, auditory, visual) is illustrative, and satisfying any one mode suffices. In Work Time C, students independently write and draw on a teacher-provided ""Unit 1 Guiding Question response sheet"" using pictures and words: ""Invite students to use the response sheet to capture their ideas about why this author wrote about the sun and moon. Tell students that they can use pictures and words to show their thinking."" The mode (print/visual on paper) is teacher-selected, and the student is the one creating the text. All components of the single clause are met.","Create texts in teacher-selected modes (e.g., print, digital, auditory, and/or visual). (C)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.05110505595803261,0.15833733974358974,0.0,18.227435670435842,2,1,evidence quote found in lesson raw text,
G1M2U1L2,1.P.EICC.4.d,none,False,,high,True,,,alignment=none,"Link ideas and information to the organization plan, highlighting ideas and information that are most relevant, useful, and impactful. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.03714253753423691,0.1573164621855593,0.0,23.29276108082989,4,14,no evidence required for none,
G1M2U1L2,1.P.EICC.4.c,full,False,,high,True,"Tell students they are now going to use the Think-Pair-Share protocol to discuss why Elphinstone Dayrell, the author of Why the Sun and the Moon Live in the Sky, wrote about the sun and moon. … Move students into pre-determined pairs and invite them to Think-Pair-Share: 'Why do authors write about the sun, moon, and stars?'",58,"Students generate ideas for writing through all three pathways in Work Time B and C. They assess prior knowledge by thinking about the text they just heard (Work Time A read-aloud), gather information from Why the Sun and the Moon Live in the Sky, and engage in Think-Pair-Share discussions about why the author wrote the story. The teacher then directs students to use what they discussed to independently reflect and write/draw on the response sheet.","Generate ideas for content by assessing prior knowledge, gathering information from texts, and engaging in discussions with others. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.06390062719583511,0.15574675324675324,0.0,22.902441863664965,26,1,evidence quote found in lesson raw text,
G1M2U1L2,1.P.ST.2.a,partial,False,,high,True,"'Why do authors write about the sun, moon, and stars?' … Move students into pre-determined pairs and invite them to Think-Pair-Share: 'Why do authors write about the sun, moon, and stars?'",58,"The standard requires students to (a) develop and apply knowledge of author, audience, and context to discern the purpose of texts, and (b) evaluate the extent to which texts achieve those purposes. Clause (a) is met: students engage in Think-Pair-Share discussing ""Why do authors write about the sun, moon, and stars?"" and then independently write responses using the sentence frame ""I think the author wrote about the ______ because __________,"" demonstrating that they discern the author's purpose using details from the text. Clause (b) is only partially met: while students articulate the author's purpose and connect it to story content (e.g., the author wanted to explain how the sun and moon got into the sky), the lesson never explicitly asks students to evaluate how well or to what extent the text achieves that purpose — the evaluative judgment component is only implicitly present through the purpose-identification work, not directly practiced.","Develop and apply knowledge of author, audience, and context to discern and establish the purpose of texts being interpreted or constructed and to evaluate the extent to which those texts achieve those purposes. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.06767632067203522,0.15507765621541006,0.0,28.410493725605736,13,4,evidence quote found in lesson raw text,
G1M2U1L2,1.P.EICC.1.b,none,False,,high,True,,,alignment=none,"Discuss or write about personal and academic reading and writing preferences, referring to specific techniques, topics, modes, and genres that resonate most. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.026316499337553978,0.15482216708023158,0.0,26.368410022307838,8,5,no evidence required for none,
G1M2U1L2,1.P.CP.2.a,none,False,,low,False,Refocus students whole group and invite a few students to share out their ideas with the whole group. … Refocus students whole group and invite two or three students to share out with the whole group.,,"Students communicate clearly to present ideas and information in Work Time B and Closing A. After Think-Pair-Share discussions, students share their ideas about why the author wrote the story with the whole group, speaking clearly enough that the teacher can capture their responses on the anchor chart. In Closing A, students turn and talk with partners about what helped them meet the learning target, then share with the whole group. The manner-modifier principle applies: students genuinely present aloud, satisfying both the clarity manner and the present-ideas act. [REJECTED: evidence missing or not found in lesson raw text]","Communicate clearly to present ideas, information, and texts. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.050905607640743256,0.14984482429335372,0.0,56.95235547972655,21,2,evidence quote NOT found in lesson raw text (possible fabrication),
G1M2U1L2,1.P.EICC.4.g,none,False,,high,True,,,alignment=none,"Make changes to the text based on self-evaluation or external feedback, revising the organization, ideas, information, word choices, and craft techniques in order to increase the text’s effectiveness. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.045393332839012146,0.1495073198198198,0.0,21.30434199295302,38,7,no evidence required for none,
