resource_id,standard_code,matched_status,needs_review,review_reason,confidence,grounded,evidence,evidence_page,rationale,standard_raw_text,judge_model,prompt_version,escalated,coverage_pass,rerank_score,rrf_score,dense_score,bm25_score,dense_rank,bm25_rank,grounding_note,input_scope_caveat
G1M2U2L7,1.P.CP.2.e,none,False,,high,True,,,alignment=none,Build background knowledge by reciting all or part of significant poems and speeches as appropriate by grade level. (I/C),claude-opus-4-6,align_judge.assembled.v1,True,False,0.1327904760837555,0.2375024108003857,0.0,31.003063122384187,6,7,no evidence required for none,
G1M2U2L7,1.T.C.1.c,full,False,,high,True,"Direct students to their seats and tell them to begin writing in their Sky notebooks. … Remind them that they should include an adjective to describe the sun and moon, and a preposition to state the precise location.",283,"The standard requires students to create texts in a teacher-selected mode; the parenthetical list (print, digital, auditory, visual) is illustrative, and any one mode satisfies the clause. In the Closing and Assessment section, the teacher directs students to write in their Sky Notebooks: ""Direct students to their seats and tell them to begin writing in their Sky notebooks."" Students compose descriptive sentences using adjectives and prepositions about sun and moon photographs, and circle the moon phase that matches—this is student-produced text in a teacher-selected print mode. The teacher selects the mode (print notebook), the content focus, and the tools (pencils, colored pencils, anchor charts), and students independently construct the text entries.","Create texts in teacher-selected modes (e.g., print, digital, auditory, and/or visual). (C)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.1381361037492752,0.2347280797280797,0.0,18.227435670435842,2,14,evidence quote found in lesson raw text,
G1M2U2L7,1.T.RA.1.c,full,False,,high,True,Cold call on two to three students to share out.,279,"Students share relevant and accurate information about moon patterns through multiple modes. In Work Time A, students turn and talk and share out about what they notice in the moon diagram, and their responses are captured on the Patterns of the Moon anchor chart. In Closing A, students write observations in their Sky notebooks. The variety of modes (oral discussion and written recording) satisfies all clauses.",Share relevant and accurate information through a variety of different modes. (C),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.11222239583730698,0.23245015086944348,0.0,58.77123520133727,11,1,evidence quote found in lesson raw text,
G1M2U2L7,1.T.SS.2.b,partial,False,,high,True,"Remind them that they should include an adjective to describe the sun and moon, and a preposition to state the precise location. Remind students to use the Sun, Moon, and Stars Word Wall, the Prepositions anchor chart, and the Adjectives anchor chart while writing.",283,"The standard requires students to use descriptive words to craft engaging texts (a Construction act). In the Closing and Assessment section, students write in their Sky Notebooks and are directed to ""include an adjective to describe the sun and moon, and a preposition to state the precise location,"" using anchor charts and the Word Wall. This directive has students use descriptive words in their own writing, partially meeting the first clause. However, the Sky Notebook task is a brief, scaffolded observational recording exercise (completing structured notebook pages about photographs), not the crafting of an engaging text — students are recording observations in a formulaic format rather than composing a text designed to engage a reader. The ""craft engaging texts"" clause is therefore not met.",Use descriptive words to craft engaging texts. (C),claude-opus-4-6,align_judge.assembled.v1,True,False,0.12489167600870132,0.2305809393839935,0.0,31.249842707524326,9,2,evidence quote found in lesson raw text,
G1M2U2L7,1.P.EICC.1.b,none,False,,high,True,,,alignment=none,"Discuss or write about personal and academic reading and writing preferences, referring to specific techniques, topics, modes, and genres that resonate most. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.11230675131082535,0.22881410256410256,0.0,15.644837691661277,8,17,no evidence required for none,
G1M2U2L7,1.T.T.1.e,none,False,,high,True,,,alignment=none,"Use knowledge of narrative techniques (e.g., characters, settings, events) to create texts that share real or imagined experiences and events with a sense of closure. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.1631055474281311,0.22725376507874112,0.0,25.20173815109071,15,8,no evidence required for none,
G1M2U2L7,1.P.ST.2.a,none,False,,high,True,,,alignment=none,"Develop and apply knowledge of author, audience, and context to discern and establish the purpose of texts being interpreted or constructed and to evaluate the extent to which those texts achieve those purposes. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.09101266413927078,0.21984126984126984,0.0,28.410493725605736,13,2,no evidence required for none,
G1M2U2L7,1.T.SS.1.c,none,False,,high,True,,,alignment=none,"Use transition words or phrases, such as once upon a time, next, and last to sequence events and actions. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.13121944665908813,0.21796078378451322,0.0,21.666282350236294,30,11,no evidence required for none,
G1M2U2L7,1.P.EICC.1.d,full,False,,high,True,Direct students to their seats and tell them to begin writing in their Sky notebooks.,283,"Students build and draw from comprehension and composition skills throughout the lesson. In Work Time A, they use comprehension strategies to interpret the text and diagram about moon phases, turning and talking and sharing out their observations. In Closing A, they construct texts in their Sky notebooks, drawing on composition strategies by including adjectives and prepositions as directed. All four clauses are met.","Build a repertoire of comprehension and composition skills, strategies, and techniques, drawing from them as needed to aid the interpretation and construction of texts. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.09506990015506744,0.20955957188351554,0.0,21.523757562060165,23,12,evidence quote found in lesson raw text,
G1M2U2L7,1.T.RA.1.b,full,False,,high,True,Share with students that today they will read to find out what patterns they can observe about the moon.,279,"Students conduct research on the shared topic of moon patterns. In Work Time A, they gather information from the book Does the Sun Sleep? (print source) and their responses are captured on the Patterns of the Moon anchor chart. In Work Time B, they gather information from the Moon Phases Demonstration video (digital source) and the hands-on simulation (personal observation). The anchor chart serves as the graphic organizer for organizing gathered information. All clauses are met.","Work collaboratively or individually to conduct research on a shared or personal topic of interest by gathering and organizing information from provided sources (including print, digital, and personal communication) using graphic organizers or other support aids. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.07353002578020096,0.2053952644802742,0.0,15.745653829227155,5,16,evidence quote found in lesson raw text,
