resource_id,standard_code,matched_status,needs_review,review_reason,confidence,grounded,evidence,evidence_page,rationale,standard_raw_text,judge_model,prompt_version,escalated,coverage_pass,rerank_score,rrf_score,dense_score,bm25_score,dense_rank,bm25_rank,grounding_note,input_scope_caveat
G1M2U2L5,1.T.T.1.e,none,False,,high,True,,,alignment=none,"Use knowledge of narrative techniques (e.g., characters, settings, events) to create texts that share real or imagined experiences and events with a sense of closure. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.1923760324716568,0.2416501240694789,0.0,55.56888117930904,15,3,no evidence required for none,
G1M2U2L5,1.T.C.1.c,full,False,,high,True,Students can use pictures and words to record their notes.,257,"Students create texts in teacher-selected modes. In Work Time B, students 'use pictures and words to record their notes' on the What Makes Day and Night notes sheet (print and visual modes). In Closing A, students 'answer the question using pictures and words' in their Sky notebook (page 3). Both activities are teacher-selected modes (print and visual).","Create texts in teacher-selected modes (e.g., print, digital, auditory, and/or visual). (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.12425078451633453,0.24011237026862026,0.0,18.227435670435842,2,11,evidence quote found in lesson raw text,
G1M2U2L5,1.T.SS.2.b,full,False,,high,True,Remind students to use the Adjectives anchor chart to describe what the sun looks like.,260,"Students use descriptive words to craft texts. In Closing A, students write in their Sky notebook to 'describe a new sun photograph using adjectives from the Adjectives anchor chart' (page 3). The directive 'Remind students to use the Adjectives anchor chart to describe what the sun looks like' and 'Invite students to begin working on page 3' shows students are using descriptive words to craft their Sky notebook entries.",Use descriptive words to craft engaging texts. (C),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.21876384317874908,0.2277922896775356,0.0,31.249842707524326,9,2,evidence quote found in lesson raw text,
G1M2U2L5,1.T.RA.1.c,full,False,,high,True,"Using a total participation technique, invite responses from the group.",259,"Students share relevant and accurate information through multiple modes. In Work Time C, students share responses about the day/night pattern and 'use their ideas to complete the second column' of the anchor chart (oral and visual modes). In Closing B, students share responses about the sun's position and 'use their ideas to answer the prompt' on the recording form (oral and print modes). Students also 'share out their notes' at the end of Work Time B (oral mode).",Share relevant and accurate information through a variety of different modes. (C),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.12524878978729248,0.22774969003995044,0.0,58.77123520133727,11,1,evidence quote found in lesson raw text,
G1M2U2L5,1.P.CP.2.e,full,False,,high,True,"Reread the poem aloud a second time and invite students to repeat each verse after it is read, using their own chosen gestures and hand motions.",255,"Students recite a grade-level poem. In Opening A, students 'repeat each verse after it is read, using their own chosen gestures and hand motions' and 'try repeating each verse in a whisper voice, in a giant voice, and/or in an opera voice' of the poem 'Where Are They? The Sun, Moon, and Stars.'",Build background knowledge by reciting all or part of significant poems and speeches as appropriate by grade level. (I/C),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.18706288933753967,0.22712770354043255,0.0,25.51492373594416,6,3,evidence quote found in lesson raw text,
G1M2U2L5,1.P.EICC.1.b,none,False,,high,True,,,alignment=none,"Discuss or write about personal and academic reading and writing preferences, referring to specific techniques, topics, modes, and genres that resonate most. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.13994261622428894,0.2197203196347032,0.0,15.644837691661277,8,4,no evidence required for none,
G1M2U2L5,1.T.SS.1.c,none,False,,high,True,,,alignment=none,"Use transition words or phrases, such as once upon a time, next, and last to sequence events and actions. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.09397821873426437,0.2195919138484791,0.0,25.662677121791972,30,5,no evidence required for none,
G1M2U2L5,1.P.ST.2.a,none,False,,high,True,,,alignment=none,"Develop and apply knowledge of author, audience, and context to discern and establish the purpose of texts being interpreted or constructed and to evaluate the extent to which those texts achieve those purposes. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.1331295222043991,0.21543065313557117,0.0,28.410493725605736,13,3,no evidence required for none,
G1M2U2L5,1.T.T.4.a,none,False,,high,True,,,alignment=none,"Identify and describe poetic techniques used to craft texts, including rhyme, alliteration, and repeated lines. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.17652958631515503,0.20349396857619811,0.0,43.20487792546285,62,1,no evidence required for none,
G1M2U2L5,1.T.RA.1.b,full,False,,high,True,Invite students to begin working.,257,"Students conduct research on the shared topic of day and night by gathering and organizing information. In Work Time A, students participate in a close read-aloud of What Makes Day and Night (pages 24-27), gathering information from the provided print source. In Work Time B, students 'take notes on the text What Makes Day and Night' using the notes sheet with prompts 'What makes day?' and 'What makes night?' They 'use pictures and words to record their notes,' organizing information from the book and anchor chart using the graphic organizer.","Work collaboratively or individually to conduct research on a shared or personal topic of interest by gathering and organizing information from provided sources (including print, digital, and personal communication) using graphic organizers or other support aids. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.08619975298643112,0.20226706983705195,0.0,19.286805958305024,5,5,evidence quote found in lesson raw text,
G1M2U2L5,1.P.EICC.1.d,full,False,,high,True,I can distinguish what I learn from the illustrations and what I learn from the text in the book What Makes Day and Night to describe the pattern of light and dark on earth.,256,"Students build and draw from comprehension and composition skills throughout the lesson. For comprehension, students participate in a close read-aloud and 'distinguish what I learn from the illustrations and what I learn from the text' (Work Time A). For composition, students 'use pictures and words to record their notes' (Work Time B) and 'use the Adjectives anchor chart to describe what the sun looks like' in their Sky notebook (Closing A). Students draw from prior close read-aloud sessions when taking notes and from the Adjectives anchor chart when writing descriptions.","Build a repertoire of comprehension and composition skills, strategies, and techniques, drawing from them as needed to aid the interpretation and construction of texts. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.2514447569847107,0.20069097569097571,0.0,21.523757562060165,23,12,evidence quote found in lesson raw text,
G1M2U2L5,1.P.EICC.4.d,none,False,,high,True,,,alignment=none,"Link ideas and information to the organization plan, highlighting ideas and information that are most relevant, useful, and impactful. (C)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.13021008670330048,0.1998223169864961,0.0,23.29276108082989,4,4,no evidence required for none,
G1M2U2L5,1.P.CP.1.b,none,False,,high,True,,,alignment=none,"Collaborate with others to determine group norms, establish goals and procedures, and facilitate productivity when working on shared projects. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.14575624465942383,0.19870588235294118,0.0,17.454087952995277,1,6,no evidence required for none,
G1M2U2L5,1.T.SS.1.b,none,False,,high,True,,,alignment=none,"Use text features (e.g., illustrations, page numbers, bold print, headings) to add clarity and meaning to texts. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.17010530829429626,0.19493844944997382,0.0,23.598948586961775,3,1,no evidence required for none,
G1M2U2L5,1.T.T.1.b,none,False,,high,True,,,alignment=none,Identify a simple plot with a problem and solution. (I),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.11711489409208298,0.19777149877149877,0.0,37.85944788642521,35,7,no evidence required for none,scored on provided lesson text; likely understated pending the Read-aloud Guides.
G1M2U2L5,1.T.SS.2.a,none,False,,high,True,,,alignment=none,Identify and explain the use of descriptive words in texts. (I),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.15054966509342194,0.19271935205063148,0.0,48.60091971396399,17,1,no evidence required for none,
G1M2U2L5,1.T.T.3.a,none,False,,high,True,,,alignment=none,"Identify techniques used to craft opinion texts, including the author’s opinion and supporting reasons. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.15634030103683472,0.19200984167736412,0.0,27.213068021370724,61,3,no evidence required for none,
G1M2U2L5,1.P.AC.3.a,none,False,,high,True,,,alignment=none,"Explore and create texts in various modes and genres, developing and applying knowledge of how specific features impact meaning, tone, style, purpose, and audience. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.23910880088806152,0.18027631832642438,0.0,14.76646034269385,32,14,no evidence required for none,
G1M2U2L5,1.P.EICC.2.b,full,False,,high,True,Tell students they will use their own notes sheet to capture quick notes about the pattern of light and dark that we call day and night. Tell students that they will use these notes in the next lesson during the Science Talk protocol.,257,"Students use texts to build knowledge and share information. In Work Time A and B, students participate in a close read-aloud of What Makes Day and Night and 'capture quick notes about the pattern of light and dark that we call day and night' which 'they will use these notes in the next lesson during the Science Talk protocol.' Students use the text to build knowledge about the day/night pattern and to prepare to share information in the Science Talk.","Make use of texts to build knowledge, develop skills, make informed decisions, and share information and ideas. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.15644174814224243,0.19132673672792877,0.0,20.13999027829767,7,1,evidence quote found in lesson raw text,
G1M2U2L5,1.T.T.1.c,none,False,,high,True,,,alignment=none,"Describe traits of the main characters and explain how their words and actions support the central message, lesson, or moral of the story. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.18817651271820068,0.18065692967862357,0.0,111.78717459595762,18,1,no evidence required for none,scored on provided lesson text; likely understated pending the Read-aloud Guides.
G1M2U2L5,1.P.CP.2.a,full,False,,high,True,"Using a total participation technique, invite responses from the group.",259,"Students communicate clearly to present ideas and information. In Opening A, students turn and talk about 'what the poem is about' and share responses about nouns, verbs, and gestures. In Work Time C, students share responses about the day/night pattern and 'use their ideas to complete the second column' of the anchor chart, and 'a few students share out their notes.' In Closing B, students share responses about the sun's position and 'use their ideas to answer the prompt.' Students present ideas and information orally throughout the lesson.","Communicate clearly to present ideas, information, and texts. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.2116818130016327,0.1755505421865716,0.0,56.95235547972655,21,2,evidence quote found in lesson raw text,
G1M2U2L5,1.P.CP.1.d,partial,False,,high,True,"After reading the final verse of the poem, invite students to turn and talk to an elbow partner: 'What is the poem about?'",255,"Three of four clauses are met. Students discuss topics collaboratively via turn-and-talk with an elbow partner (""invite students to turn and talk to an elbow partner: 'What is the poem about?'""). Students investigate questions together by discussing the guiding question with a partner (""How does our discussion add to your understanding of how to answer the guiding question … I'll give you time to think and discuss with a partner""). Students explore and create a text collaboratively during shared writing of the anchor chart (""Ask students to assist in filling out the first column … As students share responses, use their ideas to complete the second column""). The ""work with others to solve problems"" clause is not met — no activity in the lesson asks students to collaboratively solve a problem.","Work with others to discuss topics, investigate questions, solve problems, and explore and create texts. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.14671044051647186,0.18917726682984898,0.0,41.19836427899136,20,1,evidence quote found in lesson raw text,
G1M2U2L5,1.P.EICC.4.g,none,False,,high,True,,,alignment=none,"Make changes to the text based on self-evaluation or external feedback, revising the organization, ideas, information, word choices, and craft techniques in order to increase the text’s effectiveness. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.17234303057193756,0.17549484968839807,0.0,32.37902620240635,38,4,no evidence required for none,
G1M2U2L5,1.T.T.2.a,partial,False,,high,True,"'What is the pattern?' (light and dark on earth, which we call day and night)",259,"Students engage with the expository text What Makes Day and Night and, during the shared writing portion (Work Time C), identify the main topic when asked ""'What is the pattern?' (light and dark on earth, which we call day and night)"" and supply supporting information when asked ""'What information should we record about this pattern?'"" — providing details such as ""The earth rotates each day. When the earth faces the sun we have day; when the earth turns away from the sun we have night."" These student acts touch the main topic and supporting details clauses, but only partially: the lesson's instructional intent is note-taking and science content recording, not explicitly teaching students to recognize expository craft techniques (main topic and supporting details as text-structure elements). There is no moment where students are asked to identify or name the techniques an author uses to craft an expository text, so the broader ""recognize techniques"" clause is not met.","Identify techniques used to craft expository texts, including main topic and supporting details. (I)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.18719707429409027,0.1704451476793249,0.0,41.75598285532925,66,5,evidence quote found in lesson raw text,
G1M2U2L5,1.P.EICC.4.e,none,False,,high,True,,,alignment=none,"Construct an initial draft by integrating ideas and information; selecting words, phrases, and sentences; and incorporating craft techniques that will best achieve the purpose of the text and resonate with the target audience. (C)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.10758709907531738,0.19616684309742477,0.0,35.93235539628303,56,3,no evidence required for none,
