resource_id,standard_code,matched_status,needs_review,review_reason,confidence,grounded,evidence,evidence_page,rationale,standard_raw_text,judge_model,prompt_version,escalated,coverage_pass,rerank_score,rrf_score,dense_score,bm25_score,dense_rank,bm25_rank,grounding_note,input_scope_caveat
G1M2U1L3,1.L.V.1.b,none,False,,high,True,,,alignment=none,"Use grade-level general, academic, and specialized vocabulary words and phrases to communicate in a variety of settings. (C)",claude-opus-4-6,align_judge.assembled.batch.v1.1,True,False,0.03768674284219742,0.16068947181850407,0.6051493,76.39137594128648,2,2,no evidence required for none,
G1M2U1L3,1.P.EICC.3.g,none,False,,high,True,,,alignment=none,Determine the meanings of unfamiliar words and concepts by applying knowledge of context and of academic vocabulary and word parts. (I),claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.040459372103214264,0.14522308292800096,0.68543136,84.71136350033964,1,1,no evidence required for none,
G1M2U1L3,1.L.V.1.a,full,False,,high,True,"Remind students of the definition of character (person, animal, or object in a story, play, or movie) … ""What is the setting of a story?"" (when and where a story takes place)",68,"Students acquire academic vocabulary such as ""character,"" ""setting,"" ""key details,"" and ""risin'"" through the grade-level text Summer Sun Risin' during the close read-aloud (Work Time B). They apply this vocabulary when they turn and talk to an elbow partner, answering ""Who is the main character?"" (the boy) and ""Where does the story take place?"" (a farm) (Closing A). Both acquire and apply clauses are met with student performance.","Acquire and apply general, academic, and specialized vocabulary words and phrases through grade-level texts and content. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.0506848506629467,0.14392401769450947,0.72210485,113.64864577223264,1,1,evidence quote found in lesson raw text,
G1M2U1L3,1.T.T.2.a,none,False,,high,True,,,alignment=none,"Identify techniques used to craft expository texts, including main topic and supporting details. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.06195538863539696,0.1421875,0.5459858,41.75598285532925,3,1,no evidence required for none,
G1M2U1L3,1.T.RA.1.c,full,False,,high,True,"Invite students to turn and talk to an elbow partner: ""Who is the main character?"" (the boy) ""Where does the story take place?"" (a farm)",70,"Students share relevant and accurate information about Summer Sun Risin' through multiple modes. They engage in oral partner-talk, answering ""Who is the main character?"" (the boy) and ""Where does the story take place?"" (a farm) (Closing A). They also write and draw about the main character and setting on the Summer Sun Risin' response sheet, Part 1 (Closing A). Oral discussion plus written/drawn response = a variety of modes → full per F16 worked instance.",Share relevant and accurate information through a variety of different modes. (C),claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.06929276138544083,0.14064826302729527,0.56381565,58.77123520133727,2,1,evidence quote found in lesson raw text,
G1M2U1L3,1.P.EICC.4.c,full,False,,high,True,"Remind students of the story ""Elvin, the Boy Who Loved the Sky"" and what they have learned about why Elvin loves the sun and moon.",66,Students generate ideas for their response-sheet writing/drawing by using all three named channels. Prior knowledge is activated when they are reminded of the Elvin story (Opening A). They gather information from the grade-level text Summer Sun Risin' during the close read-aloud (Work Time B). They engage in elbow-partner discussions about the main character and setting (Closing A). All three channels feed the idea-generation product (the response sheet) → full per F10 worked instance.,"Generate ideas for content by assessing prior knowledge, gathering information from texts, and engaging in discussions with others. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.07350341975688934,0.1405769230769231,0.47032025,22.902441863664965,6,3,evidence quote found in lesson raw text,
G1M2U1L3,1.T.T.1.c,none,False,,high,True,,,alignment=none,"Describe traits of the main characters and explain how their words and actions support the central message, lesson, or moral of the story. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.09279030561447144,0.1405076679005817,0.69806594,111.78717459595762,1,1,no evidence required for none,
G1M2U1L3,1.P.EICC.2.b,full,False,,high,True,Guide students through the close read-aloud for Summer Sun Risin' … They should pay attention to key details about the main character and setting.,68,"Students make use of the text Summer Sun Risin' to build knowledge about the main character and setting during the close read-aloud (Work Time B). The standard offers an OR-list of purposes; satisfying any one student-performed purpose is sufficient → full per F-instance 1.P.EICC.2.b and F1 worked instance. The student performs the act (listening to and engaging with the grade-level text to build knowledge), not passively hearing a teacher read-aloud.","Make use of texts to build knowledge, develop skills, make informed decisions, and share information and ideas. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.06375224143266678,0.1398042558741871,0.563312,20.13999027829767,4,9,evidence quote found in lesson raw text,
G1M2U1L3,1.T.T.1.a,partial,False,,high,True,"""Who is the main character?"" (the boy)",70,"Students identify the main character ('the boy') and the setting ('a farm') of Summer Sun Risin' during the Closing turn-and-talk: ""Who is the main character?"" (the boy) / ""Where does the story take place?"" (a farm), and then write and draw about these on the response sheet. However, students do not identify major events or dialogue in this lesson — the teacher explicitly notes that major events will be addressed in upcoming lessons. Two of four required technique-identification clauses are met → partial.","Identify techniques used to craft stories, including characters, setting, major events, and dialogue. (I)",claude-opus-4-6,align_judge.assembled.batch.v1.1,True,False,0.06067463383078575,0.13918561607615015,0.6463512,61.87149159619326,1,1,evidence quote found in lesson raw text,
G1M2U1L3,1.F.F.1.c,none,False,,high,True,,,alignment=none,"Read a wide range of grade-level texts aloud with appropriate prosody (phrasing, expression, juncture/pause, and intonation) to demonstrate understanding.",claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.022366752848029137,0.13896376491383122,0.49928668,41.19260766744184,3,3,no evidence required for none,
G1M2U1L3,1.P.AC.1.b,none,False,,high,True,,,alignment=none,"Identify, apply, and analyze important, interesting, or effective uses of language, explaining or evaluating how specific word choices affect the target audience and support the text’s purpose. (I/C)",claude-opus-4-6,align_judge.assembled.batch.v1.1,True,False,0.06608685106039047,0.13756796375266525,0.53567946,20.354821306902938,6,11,no evidence required for none,
G1M2U1L3,1.L.V.3.a,none,False,,high,True,,,alignment=none,Use context within and beyond a sentence to determine or clarify the meaning of unknown and multiple-meaning words and phrases. (I),claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.057936664670705795,0.1374097255657198,0.6193979,47.512399998412704,2,2,no evidence required for none,
G1M2U1L3,1.P.EICC.2.c,full,False,,high,True,"Invite students to turn and talk to an elbow partner: ""Who is the main character?"" (the boy) ""Where does the story take place?"" (a farm)",70,"Students explain and learn concepts by interpreting the text Summer Sun Risin' during the close read-aloud and partner discussions (Work Time B, Closing A). They construct texts (writing and drawing on the response sheet about the main character and setting) to demonstrate their understanding (Closing A). All three clauses—explain by interpreting, learn by interpreting, and construct—are met with substantive student acts → full per F15 worked instance.",Explain and learn concepts and processes by interpreting and constructing texts. (I/C),claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.07882153987884521,0.13540372670807455,0.51661724,18.139315447588963,7,2,evidence quote found in lesson raw text,
G1M2U1L3,1.P.CP.2.a,full,False,,high,True,"Invite students to turn and talk to an elbow partner: ""Who is the main character?"" (the boy) ""Where does the story take place?"" (a farm)",70,"Students communicate clearly to present ideas about Summer Sun Risin' when they turn and talk to an elbow partner, answering ""Who is the main character?"" (the boy) and ""Where does the story take place?"" (a farm) (Closing A). The student presents aloud to communicate information → both the manner (clearly) and the act (present ideas/information) are satisfied → full per the manner-modifier principle and the present-aloud worked instance.","Communicate clearly to present ideas, information, and texts. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.06372058391571045,0.13720644189861755,0.72217524,56.95235547972655,1,2,evidence quote found in lesson raw text,
G1M2U1L3,1.T.RA.2.a,none,False,,high,True,,,alignment=none,"Refer to parts of texts when supporting an idea, answer, or opinion. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.09012164920568466,0.13392271662763466,0.7636587,73.16883663497647,1,1,no evidence required for none,
G1M2U1L3,1.T.SS.2.a,partial,False,,high,True,invite students to listen carefully for words that describe the sun and to give a silent signal when they hear one. Invite students to underline the words that they identify.,67,"In the For ELLs supplemental box, students are invited to ""listen carefully for words that describe the sun and to give a silent signal when they hear one. Invite students to underline the words that they identify."" This is a genuine student act of identifying descriptive words, but it appears only in supplemental (For ELLs) content, capping the identify clause at partial per R3. No student activity asks students to explain the use or effect of those descriptive words → the explain clause is not met. One clause partially met, one not met → partial.",Identify and explain the use of descriptive words in texts. (I),claude-opus-4-6,align_judge.assembled.batch.v1.1,True,False,0.05877886340022087,0.13542884990253412,0.5231407,20.97462238572294,4,7,evidence quote found in lesson raw text,
G1M2U1L3,1.P.AC.1.a,partial,False,,high,True,"""Who is the main character?"" (the boy) ""Where does the story take place?"" (a farm)",70,"Students identify literary elements (character and setting) by answering ""Who is the main character?"" (the boy) and ""Where does the story take place?"" (a farm), and apply that knowledge by writing and drawing about the main character and setting on the response sheet. However, no activity asks students to analyze or explain how these elements affect the audience or support the text's purpose — the analyze/explain clause is not met. Per F19, identify + apply without analyze → partial.","Identify, apply, and analyze the literary, expository, and opinion (grades K-5) or rhetorical (grades 6-12) elements in texts, explaining or evaluating how specific elements affect the target audience and support the text’s purpose. (I/C)",claude-opus-4-6,align_judge.assembled.batch.v1.1,True,False,0.08794186264276505,0.13232270732270732,0.5667118,24.980015113946326,3,4,evidence quote found in lesson raw text,
G1M2U1L3,1.P.AC.2.d,none,False,,high,True,,,alignment=none,"Organize texts by incorporating specific formats, structures, patterns, and features to influence the audience, facilitate accessibility, and support the text’s purpose. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.07077807188034058,0.1340834764685675,0.51140946,19.642591018027368,6,10,no evidence required for none,
G1M2U1L3,1.T.T.1.e,none,False,,high,True,,,alignment=none,"Use knowledge of narrative techniques (e.g., characters, settings, events) to create texts that share real or imagined experiences and events with a sense of closure. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.07261544466018677,0.13331980519480519,0.5470842,55.56888117930904,3,3,no evidence required for none,
G1M2U1L3,1.P.EICC.1.e,partial,False,,high,True,"Invite students to turn and talk to an elbow partner: ""Who is the main character?"" (the boy) ""Where does the story take place?"" (a farm)",70,"Students discuss the text with an elbow partner during turn-and-talk: ""Who is the main character?"" (the boy) / ""Where does the story take place?"" (a farm), meeting the discuss-texts clause. However, no activity in this lesson has students share their own writing with the group, listen to peers share writing, offer feedback, or respond to feedback. Group norms are not developed by students in this lesson. Only one of six clauses is met → partial.","Participate in a community of readers and writers by developing group norms, discussing texts, sharing individual writing, listening as others share their writing, and offering and responding to feedback. (I/C)",claude-opus-4-6,align_judge.assembled.batch.v1.1,True,False,0.053438231348991394,0.13512393807288176,0.54215866,25.40321158780997,3,4,evidence quote found in lesson raw text,
G1M2U1L3,1.T.T.2.b,none,False,,high,True,,,alignment=none,"Describe the connection between two individuals, events, ideas, or pieces of information in a text. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.1176837906241417,0.1320192710515291,0.50399613,43.382740253533775,8,4,no evidence required for none,
G1M2U1L3,1.T.SS.1.c,none,False,,high,True,,,alignment=none,"Use transition words or phrases, such as once upon a time, next, and last to sequence events and actions. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.05524889752268791,0.13205583899163448,0.45353094,25.662677121791972,1,1,no evidence required for none,
G1M2U1L3,1.P.ST.2.c,none,False,,high,True,,,alignment=none,"Draw from knowledge of how authors consider context and audience to determine which information and ideas to highlight, which text design is most accessible, which word choices and language structures are most effective, and which craft techniques are most impactful. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,False,0.07296764105558395,0.1273667160310996,0.50784487,31.03517923445603,14,5,no evidence required for none,
G1M2U1L3,1.P.CP.2.d,partial,False,,high,True,"""Who is the main character?"" (the boy) ""Where does the story take place?"" (a farm)",70,"Students answer multiple teacher-posed questions in dialogue during turn-and-talk and whole-group participation: ""Who is the main character?"" (the boy), ""Where does the story take place?"" (a farm), ""What are key details?"" (important parts of the text that support the main idea), and ""What are some hand gestures, motions, or actions that could go along with these nouns and verbs in the song?"" However, no scripted moment has students generate their own questions — every question is teacher-posed and students only respond. The learning target says ""I can ask and answer questions"" but the target wording alone does not satisfy the ask clause (per the overlay). Answer clause met, ask clause not met → partial.",Engage in dialogue with audiences by asking and answering questions. (I/C),claude-opus-4-6,align_judge.assembled.batch.v1.1,True,False,0.05992405116558075,0.13064509261230572,0.6951363,85.17359811796582,1,1,evidence quote found in lesson raw text,
G1M2U1L3,1.P.EICC.2.a,partial,False,,high,True,"""Who is the main character?"" (the boy) ""Where does the story take place?"" (a farm)",70,"Students interpret the story Summer Sun Risin' during the close read-aloud by answering questions about character and setting: ""Who is the main character?"" (the boy) / ""Where does the story take place?"" (a farm), and by writing and drawing about these details on the response sheet. This meets the interpret (I) side of the standard. However, students do not construct/create their own story sharing a real or imagined experience in this lesson — the response sheet records details from the read-aloud text, not an original narrative. The construct (C) side is not met. Per F15, I/C compound with only one side → partial.",Share real or imagined experiences by interpreting and constructing texts that tell or include stories. (I/C),claude-opus-4-6,align_judge.assembled.batch.v1.1,True,False,0.07477270066738129,0.12577333978558664,0.4958568,26.43655033873874,3,4,evidence quote found in lesson raw text,
G1M2U1L3,1.P.CP.1.d,full,False,,high,True,"Invite students to turn and talk to an elbow partner: ""Who is the main character?"" (the boy) ""Where does the story take place?"" (a farm)",70,"Students work with an elbow partner to discuss the text Summer Sun Risin', answering questions about the main character and setting (Closing A). This is a genuine, student-performed collaborative act (partner-talk) to discuss a topic. The standard offers an OR-list; any one student-performed collaborative act satisfies the clause → full per F9 worked instance.","Work with others to discuss topics, investigate questions, solve problems, and explore and create texts. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1.1,False,True,0.05658162385225296,0.12093632174277336,0.571745,41.19836427899136,2,2,evidence quote found in lesson raw text,
