rank,standard_code,standard_text
1,1.L.GC.2.d,"With adult support, use adjectives or adverbs to add details or clarify meaning. (C)"
2,1.T.SS.1.c,"Use transition words or phrases, such as once upon a time, next, and last to sequence events and actions. (C)"
3,1.L.V.1.a,"Acquire and apply general, academic, and specialized vocabulary words and phrases through grade-level texts and content. (I)"
4,1.P.EICC.2.c,Explain and learn concepts and processes by interpreting and constructing texts. (I/C)
5,1.L.GC.1.8,Use adjectives and adverbs. (Continue)
6,1.L.GC.2.a,"Distinguish between complete and incomplete simple sentences, and identify the sentence type (i.e., declarative, imperative, interrogative, and exclamatory). (I)"
7,1.L.GC.1.13,"Use periods, exclamation marks, and question marks at the end of sentences. (Continue)"
8,1.P.CP.2.a,"Communicate clearly to present ideas, information, and texts. (I/C)"
9,1.T.RA.1.b,"Work collaboratively or individually to conduct research on a shared or personal topic of interest by gathering and organizing information from provided sources (including print, digital, and personal communication) using graphic organizers or other support aids. (I)"
10,1.P.EICC.4.e,"Construct an initial draft by integrating ideas and information; selecting words, phrases, and sentences; and incorporating craft techniques that will best achieve the purpose of the text and resonate with the target audience. (C)"
11,1.L.V.1.b,"Use grade-level general, academic, and specialized vocabulary words and phrases to communicate in a variety of settings. (C)"
12,1.P.EICC.4.c,"Generate ideas for content by assessing prior knowledge, gathering information from texts, and engaging in discussions with others. (C)"
13,1.P.CP.1.d,"Work with others to discuss topics, investigate questions, solve problems, and explore and create texts. (I/C)"
14,1.P.EICC.1.e,"Participate in a community of readers and writers by developing group norms, discussing texts, sharing individual writing, listening as others share their writing, and offering and responding to feedback. (I/C)"
15,1.L.V.3.e,Use knowledge of word relationships and learned vocabulary words and phrases when making word choices in speaking and writing. (C)
16,1.P.CP.1.c,"Contribute to discussions and shared projects by offering ideas, listening to the ideas of others, and providing feedback. (I/C)"
17,1.P.EICC.4.d,"Link ideas and information to the organization plan, highlighting ideas and information that are most relevant, useful, and impactful. (C)"
18,1.F.H.2.b,Build handwriting fluency by forming accurate letters and words with increasing speed.
19,1.T.T.2.d,"Use knowledge of expository techniques to introduce a topic, supply facts about the topic, and provide a sense of closure. (C)"
20,1.P.EICC.2.d,Interpret and construct texts to aid the analysis and evaluation of texts and ideas. (I/C)
21,1.L.GC.1.11,"Use determiners (articles, possessive determiners, demonstrative adjectives). (Continue)"
22,1.T.T.4.a,"Identify and describe poetic techniques used to craft texts, including rhyme, alliteration, and repeated lines. (I)"
23,1.T.T.1.e,"Use knowledge of narrative techniques (e.g., characters, settings, events) to create texts that share real or imagined experiences and events with a sense of closure. (C)"
24,1.P.EICC.4.b,"Plan how to organize the text by selecting modes, genres, and structures that will achieve the purpose and meet the needs of the target audience. (C)"
25,1.L.GC.1.21,"Use coordinating conjunctions to join words, phrases, or clauses. (Introduce)"
26,1.L.GC.1.19,Form and use irregular plural nouns. (Introduce)
27,1.P.CP.1.a,Arrive to group discussions and collaborative meetings prepared to be an active participant in the work. (I/C)
28,1.P.AC.1.b,"Identify, apply, and analyze important, interesting, or effective uses of language, explaining or evaluating how specific word choices affect the target audience and support the text’s purpose. (I/C)"
29,1.L.V.3.a,Use context within and beyond a sentence to determine or clarify the meaning of unknown and multiple-meaning words and phrases. (I)
30,1.L.GC.1.9,Use common and proper nouns. (Continue)
31,1.P.CP.2.d,Engage in dialogue with audiences by asking and answering questions. (I/C)
32,1.P.EICC.1.b,"Discuss or write about personal and academic reading and writing preferences, referring to specific techniques, topics, modes, and genres that resonate most. (I/C)"
33,1.L.V.3.c,"Distinguish shades of meaning among verbs that describe the same general action (e.g., walk, march, strut, prance). (I)"
34,1.L.GC.2.b,Use a variety of simple sentences (including a variety of sentence types) to develop clarity in written texts. (C)
35,1.P.EICC.1.f,Develop independence and autonomy as a reader and writer. (I/C)
36,1.P.ST.1.a,"Use prior knowledge, formal or informal research, and discussions with others to identify the key components of context that are most relevant. (I/C)"
37,1.T.RA.1.c,Share relevant and accurate information through a variety of different modes. (C)
38,1.P.EICC.4.h,"Edit the text, ensuring it adheres to the conventions of written language. (C)"
39,1.P.ST.2.a,"Develop and apply knowledge of author, audience, and context to discern and establish the purpose of texts being interpreted or constructed and to evaluate the extent to which those texts achieve those purposes. (I/C)"
40,1.P.EICC.2.b,"Make use of texts to build knowledge, develop skills, make informed decisions, and share information and ideas. (I/C)"
41,1.P.CP.1.b,"Collaborate with others to determine group norms, establish goals and procedures, and facilitate productivity when working on shared projects. (I/C)"
42,1.P.AC.1.a,"Identify, apply, and analyze the literary, expository, and opinion (grades K-5) or rhetorical (grades 6-12) elements in texts, explaining or evaluating how specific elements affect the target audience and support the text’s purpose. (I/C)"
43,1.P.AC.2.d,"Organize texts by incorporating specific formats, structures, patterns, and features to influence the audience, facilitate accessibility, and support the text’s purpose. (I/C)"
44,1.L.GC.1.15,"Use personal pronouns (subject, object, and possessive). (Introduce)"
45,1.P.AC.3.a,"Explore and create texts in various modes and genres, developing and applying knowledge of how specific features impact meaning, tone, style, purpose, and audience. (I/C)"
46,1.L.V.3.d,"With teacher support, use a picture dictionary or digital resource to clarify the meaning of unknown words and phrases. (I)"
47,1.P.ST.2.c,"Draw from knowledge of how authors consider context and audience to determine which information and ideas to highlight, which text design is most accessible, which word choices and language structures are most effective, and which craft techniques are most impactful. (I/C)"
48,1.P.AC.2.b,"Craft words and phrases in order to influence the responses, thoughts, decisions, and questions of the target audience and achieve a specific purpose. (I/C)"
