rank,standard_code,standard_text
1,1.T.T.1.a,"Identify techniques used to craft stories, including characters, setting, major events, and dialogue. (I)"
2,1.T.T.1.c,"Describe traits of the main characters and explain how their words and actions support the central message, lesson, or moral of the story. (I)"
3,1.P.EICC.4.c,"Generate ideas for content by assessing prior knowledge, gathering information from texts, and engaging in discussions with others. (C)"
4,1.T.T.1.e,"Use knowledge of narrative techniques (e.g., characters, settings, events) to create texts that share real or imagined experiences and events with a sense of closure. (C)"
5,1.T.T.1.b,Identify a simple plot with a problem and solution. (I)
6,1.L.V.1.b,"Use grade-level general, academic, and specialized vocabulary words and phrases to communicate in a variety of settings. (C)"
7,1.L.V.3.e,Use knowledge of word relationships and learned vocabulary words and phrases when making word choices in speaking and writing. (C)
8,1.T.SS.1.b,"Use text features (e.g., illustrations, page numbers, bold print, headings) to add clarity and meaning to texts. (C)"
9,1.T.T.1.d,"With adult support, compare and contrast characters and their experiences in stories across diverse cultures. (I)"
10,1.T.RA.1.c,Share relevant and accurate information through a variety of different modes. (C)
11,1.P.CP.2.a,"Communicate clearly to present ideas, information, and texts. (I/C)"
12,1.L.GC.1.10,Form and use the simple verb tenses. (Continue)
13,1.P.EICC.1.e,"Participate in a community of readers and writers by developing group norms, discussing texts, sharing individual writing, listening as others share their writing, and offering and responding to feedback. (I/C)"
14,1.L.GC.1.19,Form and use irregular plural nouns. (Introduce)
15,1.L.GC.1.9,Use common and proper nouns. (Continue)
16,1.L.GC.1.20,Form and use the past tense of irregular verbs. (Introduce)
17,1.P.CP.1.c,"Contribute to discussions and shared projects by offering ideas, listening to the ideas of others, and providing feedback. (I/C)"
18,1.P.EICC.2.c,Explain and learn concepts and processes by interpreting and constructing texts. (I/C)
19,1.P.ST.1.c,Explore how context shapes the author’s decisions and the audience’s responses during the interpretation and construction of texts. (I/C)
20,1.P.CP.1.d,"Work with others to discuss topics, investigate questions, solve problems, and explore and create texts. (I/C)"
21,1.T.C.2.a,Identify who is speaking or telling the story at various points in a text. (I)
22,1.P.EICC.3.a,"Establish a purpose and set goals for reading, monitor comprehension, and adjust as needed. (I)"
23,1.L.GC.1.16,Use frequently occurring prepositions. (Introduce)
24,1.P.CP.2.d,Engage in dialogue with audiences by asking and answering questions. (I/C)
25,1.P.EICC.2.b,"Make use of texts to build knowledge, develop skills, make informed decisions, and share information and ideas. (I/C)"
26,1.P.EICC.2.a,Share real or imagined experiences by interpreting and constructing texts that tell or include stories. (I/C)
27,1.T.T.2.b,"Describe the connection between two individuals, events, ideas, or pieces of information in a text. (I)"
28,1.P.CP.1.a,Arrive to group discussions and collaborative meetings prepared to be an active participant in the work. (I/C)
29,1.P.EICC.4.a,Establish a purpose and goals for writing and identify a target audience. (C)
30,1.T.SS.2.a,Identify and explain the use of descriptive words in texts. (I)
31,1.L.GC.1.6,"Form and use verbs by adding -ing, -ed, or -s. (Master)"
32,1.P.EICC.1.b,"Discuss or write about personal and academic reading and writing preferences, referring to specific techniques, topics, modes, and genres that resonate most. (I/C)"
33,1.P.ST.1.a,"Use prior knowledge, formal or informal research, and discussions with others to identify the key components of context that are most relevant. (I/C)"
34,1.L.GC.1.12,Capitalize proper nouns. (Continue)
35,1.T.RA.2.a,"Refer to parts of texts when supporting an idea, answer, or opinion. (I)"
36,1.L.GC.1.11,"Use determiners (articles, possessive determiners, demonstrative adjectives). (Continue)"
37,1.P.EICC.1.a,"Generate, understand, monitor, and discuss personal and academic reading and writing goals, revising as appropriate. (I/C)"
38,1.L.GC.1.8,Use adjectives and adverbs. (Continue)
39,1.P.ST.2.a,"Develop and apply knowledge of author, audience, and context to discern and establish the purpose of texts being interpreted or constructed and to evaluate the extent to which those texts achieve those purposes. (I/C)"
40,1.T.T.2.a,"Identify techniques used to craft expository texts, including main topic and supporting details. (I)"
41,1.P.AC.1.a,"Identify, apply, and analyze the literary, expository, and opinion (grades K-5) or rhetorical (grades 6-12) elements in texts, explaining or evaluating how specific elements affect the target audience and support the text’s purpose. (I/C)"
42,1.L.GC.2.c,Use singular and plural subjects with matching verbs. (C)
43,1.L.GC.2.d,"With adult support, use adjectives or adverbs to add details or clarify meaning. (C)"
44,1.L.V.1.a,"Acquire and apply general, academic, and specialized vocabulary words and phrases through grade-level texts and content. (I)"
45,1.L.V.3.c,"Distinguish shades of meaning among verbs that describe the same general action (e.g., walk, march, strut, prance). (I)"
46,1.P.AC.3.a,"Explore and create texts in various modes and genres, developing and applying knowledge of how specific features impact meaning, tone, style, purpose, and audience. (I/C)"
47,1.P.ST.2.b,"Draw from knowledge of author, audience, and context to discern and establish a clear point of view or unique perspective when interpreting and constructing texts. (I/C)"
48,1.T.SS.1.c,"Use transition words or phrases, such as once upon a time, next, and last to sequence events and actions. (C)"
49,1.P.AC.1.b,"Identify, apply, and analyze important, interesting, or effective uses of language, explaining or evaluating how specific word choices affect the target audience and support the text’s purpose. (I/C)"
50,1.P.EICC.3.d,Summarize and visualize sections of the text to maintain understanding. (I)
